frame,epoch,capture_ms,mean_luma,dark_fraction,background_fraction,monotonic
90,1789863772.023576,5.312,100.120,0.002352,0.000336,180775.233507477
91,1789863772.074163,5.839,100.120,0.002352,0.000336,180775.284094586
92,1789863772.124315,5.928,100.120,0.002352,0.000336,180775.334245872
93,1789863772.175217,6.770,100.120,0.002352,0.000336,180775.385148154
94,1789863772.225441,6.934,100.120,0.002352,0.000336,180775.435372279
95,1789863772.275671,7.103,100.120,0.002352,0.000336,180775.485601902
96,1789863772.326447,7.818,100.120,0.002352,0.000336,180775.536377527
97,1789863772.376706,7.998,100.120,0.002352,0.000336,180775.586636831
98,1789863772.426569,7.803,100.120,0.002352,0.000336,180775.636500106
99,1789863772.476639,7.809,100.120,0.002352,0.000336,180775.686570062
100,1789863772.526649,7.759,100.120,0.002352,0.000336,180775.736579923
101,1789863772.576762,7.788,100.120,0.002352,0.000336,180775.786692897
102,1789863772.626867,7.811,100.120,0.002352,0.000336,180775.836797942
103,1789863772.676897,7.812,100.120,0.002352,0.000336,180775.886828276
104,1789863772.726925,7.778,100.120,0.002352,0.000336,180775.936856291
105,1789863772.776986,7.735,100.120,0.002352,0.000336,180775.986916704
106,1789863772.827326,8.016,100.120,0.002352,0.000336,180776.037257331
107,1789863772.877236,7.825,100.120,0.002352,0.000336,180776.087166925
108,1789863772.927328,7.821,100.120,0.002352,0.000336,180776.137259030
109,1789863772.977455,7.841,100.120,0.002352,0.000336,180776.187385785
110,1789863773.027432,7.733,100.120,0.002352,0.000336,180776.237362792
111,1789863773.077781,8.011,100.120,0.002352,0.000336,180776.287711644
112,1789863773.127557,7.694,100.120,0.002352,0.000336,180776.337488275
113,1789863773.179065,9.141,100.120,0.002352,0.000336,180776.388996344
114,1789863773.225750,5.763,100.120,0.002352,0.000336,180776.435680624
115,1789863773.275855,5.738,100.120,0.002352,0.000336,180776.485785629
116,1789863773.326349,6.164,103.637,0.043212,0.021573,180776.536280707
117,1789863773.376336,6.091,103.637,0.043212,0.021573,180776.586267281
118,1789863773.427196,6.891,103.637,0.043212,0.021573,180776.637126658
119,1789863773.477281,6.920,103.637,0.043212,0.021573,180776.687212367
120,1789863773.526569,6.120,103.637,0.043212,0.021573,180776.736500053
121,1789863773.576555,6.020,103.637,0.043212,0.021573,180776.786486026
122,1789863773.627427,6.808,103.637,0.043212,0.021573,180776.837357595
123,1789863773.677593,6.909,103.637,0.043212,0.021573,180776.887524492
124,1789863773.728481,7.717,103.637,0.043212,0.021573,180776.938412484
125,1789863773.778590,7.725,103.637,0.043212,0.021573,180776.988521360
126,1789863773.828695,7.740,103.637,0.043212,0.021573,180777.038626135
127,1789863773.878809,7.768,103.637,0.043212,0.021573,180777.088739920
128,1789863773.928956,7.857,103.637,0.043212,0.021573,180777.138887360
129,1789863773.979080,7.879,103.637,0.043212,0.021573,180777.189011484
130,1789863774.029032,7.751,103.637,0.043212,0.021573,180777.238962594
131,1789863774.079472,8.130,103.637,0.043212,0.021573,180777.289403260
132,1789863774.129218,7.783,103.637,0.043212,0.021573,180777.339148944
133,1789863774.179368,7.789,103.637,0.043212,0.021573,180777.389299548
134,1789863774.229446,7.761,103.637,0.043212,0.021573,180777.439377346
135,1789863774.279469,7.698,103.637,0.043212,0.021573,180777.489400499
136,1789863774.329585,7.723,103.637,0.043212,0.021573,180777.539515451
137,1789863774.379684,7.732,103.637,0.043212,0.021573,180777.589615477
138,1789863774.429855,7.814,103.637,0.043212,0.021573,180777.639785798
139,1789863774.479893,7.816,103.637,0.043212,0.021573,180777.689824137
140,1789863774.530030,7.891,103.637,0.043212,0.021573,180777.739961507
141,1789863774.579948,7.747,103.637,0.043212,0.021573,180777.789879170
142,1789863774.630113,7.800,103.637,0.043212,0.021573,180777.840044030
143,1789863774.679365,6.969,103.637,0.043212,0.021573,180777.889296455
144,1789863774.740712,18.219,103.637,0.043212,0.021573,180777.950643287
145,1789863774.778211,5.660,103.637,0.043212,0.021573,180777.988141793
146,1789863774.828251,5.641,100.120,0.002352,0.000336,180778.038182105
147,1789863774.878285,5.589,100.120,0.002352,0.000336,180778.088215730
148,1789863774.928436,5.582,100.120,0.002352,0.000336,180778.138366772
149,1789863774.978923,5.983,100.120,0.002352,0.000336,180778.188854145
150,1789863775.028560,5.530,100.120,0.002352,0.000336,180778.238491356
151,1789863775.078706,5.626,100.120,0.002352,0.000336,180778.288636764
152,1789863775.129159,6.020,100.120,0.002352,0.000336,180778.339090526
153,1789863775.179323,6.122,100.120,0.002352,0.000336,180778.389253707
154,1789863775.229714,6.453,100.120,0.002352,0.000336,180778.439645490
155,1789863775.279909,6.589,100.120,0.002352,0.000336,180778.489840382
156,1789863775.330615,7.236,100.120,0.002352,0.000336,180778.540545842
157,1789863775.380667,7.231,100.120,0.002352,0.000336,180778.590598552
158,1789863775.431240,7.745,100.120,0.002352,0.000336,180778.641171050
159,1789863775.481389,7.805,100.120,0.002352,0.000336,180778.691319821
160,1789863775.531488,7.762,100.120,0.002352,0.000336,180778.741418612
161,1789863775.581598,7.782,100.120,0.002352,0.000336,180778.791529171
162,1789863775.631674,7.793,100.120,0.002352,0.000336,180778.841604875
163,1789863775.681667,7.728,100.120,0.002352,0.000336,180778.891597856
164,1789863775.731949,7.904,100.120,0.002352,0.000336,180778.941880284
165,1789863775.782021,7.918,100.120,0.002352,0.000336,180778.991951880
166,1789863775.832109,7.948,100.120,0.002352,0.000336,180779.042040544
167,1789863775.882130,7.904,100.120,0.002352,0.000336,180779.092061367
168,1789863775.932060,7.773,100.120,0.002352,0.000336,180779.141991281
169,1789863775.982173,7.827,100.120,0.002352,0.000336,180779.192104227
170,1789863776.032249,7.840,100.120,0.002352,0.000336,180779.242180459
171,1789863776.082340,7.834,100.120,0.002352,0.000336,180779.292271265
172,1789863776.132342,7.729,100.120,0.002352,0.000336,180779.342272973
173,1789863776.182528,7.830,100.120,0.002352,0.000336,180779.392459537
174,1789863776.251080,26.320,100.120,0.002352,0.000336,180779.461010938
175,1789863776.288049,13.147,100.120,0.002352,0.000336,180779.497979566
176,1789863776.330561,5.579,100.120,0.002352,0.000336,180779.540491874
177,1789863776.380975,5.911,103.637,0.043212,0.021573,180779.590905520
178,1789863776.430917,5.817,103.637,0.043212,0.021573,180779.640848405
179,1789863776.481879,6.722,103.637,0.043212,0.021573,180779.691809587
180,1789863776.531788,6.567,103.637,0.043212,0.021573,180779.741719372
181,1789863776.581157,5.876,103.637,0.043212,0.021573,180779.791087772
182,1789863776.631230,5.845,103.637,0.043212,0.021573,180779.841161330
183,1789863776.682041,6.572,103.637,0.043212,0.021573,180779.891971729
184,1789863776.732084,6.529,103.637,0.043212,0.021573,180779.942014737
185,1789863776.782247,6.631,103.637,0.043212,0.021573,180779.992177891
186,1789863776.833087,7.392,103.637,0.043212,0.021573,180780.043017711
187,1789863776.883023,7.241,103.637,0.043212,0.021573,180780.092953804
188,1789863776.933565,7.692,103.637,0.043212,0.021573,180780.143495799
189,1789863776.983834,7.869,103.637,0.043212,0.021573,180780.193765084
190,1789863777.033834,7.751,103.637,0.043212,0.021573,180780.243764993
191,1789863777.083988,7.843,103.637,0.043212,0.021573,180780.293918691
192,1789863777.134127,7.890,103.637,0.043212,0.021573,180780.344058254
193,1789863777.184047,7.751,103.637,0.043212,0.021573,180780.393977804
194,1789863777.234303,7.948,103.637,0.043212,0.021573,180780.444234079
195,1789863777.284336,7.893,103.637,0.043212,0.021573,180780.494266601
196,1789863777.334369,7.836,103.637,0.043212,0.021573,180780.544300605
197,1789863777.384459,7.862,103.637,0.043212,0.021573,180780.594389513
198,1789863777.434584,7.865,103.637,0.043212,0.021573,180780.644515242
199,1789863777.484507,7.728,103.637,0.043212,0.021573,180780.694437986
200,1789863777.534582,7.739,103.637,0.043212,0.021573,180780.744512910
201,1789863777.584649,7.749,103.637,0.043212,0.021573,180780.794580317
202,1789863777.634810,7.826,103.637,0.043212,0.021573,180780.844740675
203,1789863777.684709,7.667,103.637,0.043212,0.021573,180780.894639886
204,1789863777.735061,7.957,103.637,0.043212,0.021573,180780.944992418
205,1789863777.788857,11.693,103.637,0.043212,0.021573,180780.998788442
206,1789863777.832881,5.659,103.637,0.043212,0.021573,180781.042811697
207,1789863777.882957,5.671,103.637,0.043212,0.021573,180781.092888336
208,1789863777.932929,5.582,100.120,0.002352,0.000336,180781.142860236
209,1789863777.983078,5.650,100.120,0.002352,0.000336,180781.193008609
210,1789863778.033998,6.479,100.120,0.002352,0.000336,180781.243929393
211,1789863778.084138,6.552,100.120,0.002352,0.000336,180781.294069140
212,1789863778.133414,5.762,100.120,0.002352,0.000336,180781.343344660
213,1789863778.183453,5.648,100.120,0.002352,0.000336,180781.393383641
214,1789863778.234385,6.514,100.120,0.002352,0.000336,180781.444315932
215,1789863778.284531,6.568,100.120,0.002352,0.000336,180781.494462188
216,1789863778.335290,7.230,100.120,0.002352,0.000336,180781.545220837
217,1789863778.385494,7.333,100.120,0.002352,0.000336,180781.595425381
218,1789863778.436020,7.799,100.120,0.002352,0.000336,180781.645951108
219,1789863778.486115,7.794,100.120,0.002352,0.000336,180781.696046184
220,1789863778.536262,7.839,100.120,0.002352,0.000336,180781.746192554
221,1789863778.586307,7.822,100.120,0.002352,0.000336,180781.796237763
222,1789863778.636333,7.790,100.120,0.002352,0.000336,180781.846264153
223,1789863778.686339,7.739,100.120,0.002352,0.000336,180781.896269840
224,1789863778.736515,7.853,100.120,0.002352,0.000336,180781.946445638
225,1789863778.786536,7.742,100.120,0.002352,0.000336,180781.996467577
226,1789863778.836746,7.893,100.120,0.002352,0.000336,180782.046676547
227,1789863778.886811,7.900,100.120,0.002352,0.000336,180782.096742124
228,1789863778.936575,7.584,100.120,0.002352,0.000336,180782.146505701
229,1789863778.986172,7.126,100.120,0.002352,0.000336,180782.196102891
230,1789863779.036737,7.633,100.120,0.002352,0.000336,180782.246668117
231,1789863779.086547,7.382,100.120,0.002352,0.000336,180782.296477810
232,1789863779.136753,7.530,100.120,0.002352,0.000336,180782.346684256
233,1789863779.186674,7.373,100.120,0.002352,0.000336,180782.396605312
234,1789863779.236632,7.253,100.120,0.002352,0.000336,180782.446562935
235,1789863779.286788,7.335,100.120,0.002352,0.000336,180782.496718999
236,1789863779.338810,9.297,100.120,0.002352,0.000336,180782.548741362
237,1789863779.384906,5.306,100.120,0.002352,0.000336,180782.594837180
238,1789863779.442079,12.376,100.120,0.002352,0.000336,180782.652010411
239,1789863779.485118,5.332,103.637,0.043212,0.021573,180782.695048914
240,1789863779.535630,5.750,103.637,0.043212,0.021573,180782.745561274
241,1789863779.586492,6.529,103.637,0.043212,0.021573,180782.796422775
242,1789863779.646139,16.091,103.637,0.043212,0.021573,180782.856070373
243,1789863779.686677,6.574,103.637,0.043212,0.021573,180782.896608067
244,1789863779.736693,6.533,103.637,0.043212,0.021573,180782.946623669
245,1789863779.787462,7.245,103.637,0.043212,0.021573,180782.997393566
246,1789863779.837442,7.169,103.637,0.043212,0.021573,180783.047373307
247,1789863779.888068,7.736,103.637,0.043212,0.021573,180783.097998934
248,1789863779.938147,7.757,103.637,0.043212,0.021573,180783.148078122
249,1789863779.988184,7.710,103.637,0.043212,0.021573,180783.198114735
250,1789863780.038309,7.750,103.637,0.043212,0.021573,180783.248239795
251,1789863780.088543,7.875,103.637,0.043212,0.021573,180783.298474468
252,1789863780.138458,7.731,103.637,0.043212,0.021573,180783.348389033
253,1789863780.188501,7.686,103.637,0.043212,0.021573,180783.398432123
254,1789863780.238629,7.727,103.637,0.043212,0.021573,180783.448559589
255,1789863780.288933,7.947,103.637,0.043212,0.021573,180783.498863877
256,1789863780.338825,7.782,103.637,0.043212,0.021573,180783.548756004
257,1789863780.388861,7.762,103.637,0.043212,0.021573,180783.598791956
258,1789863780.439178,8.023,103.637,0.043212,0.021573,180783.649109404
259,1789863780.488999,7.783,103.637,0.043212,0.021573,180783.698929961
260,1789863780.539153,7.859,103.637,0.043212,0.021573,180783.749083728
261,1789863780.589205,7.854,103.637,0.043212,0.021573,180783.799135529
262,1789863780.639099,7.666,103.637,0.043212,0.021573,180783.849029649
263,1789863780.689466,7.931,103.637,0.043212,0.021573,180783.899397486
264,1789863780.739405,7.776,103.637,0.043212,0.021573,180783.949336326
265,1789863780.789565,7.877,103.637,0.043212,0.021573,180783.999495692
266,1789863780.839583,7.750,103.637,0.043212,0.021573,180784.049514156
267,1789863780.889644,7.730,103.637,0.043212,0.021573,180784.099574769
268,1789863780.939730,7.728,103.637,0.043212,0.021573,180784.149661089
269,1789863780.989795,7.733,103.637,0.043212,0.021573,180784.199726218
270,1789863781.039790,7.652,103.637,0.043212,0.021573,180784.249721024
271,1789863781.089934,7.739,103.637,0.043212,0.021573,180784.299865231
272,1789863781.139964,7.712,103.637,0.043212,0.021573,180784.349895416
273,1789863781.190104,7.791,103.637,0.043212,0.021573,180784.400035321
274,1789863781.240084,7.705,103.637,0.043212,0.021573,180784.450014954
275,1789863781.289990,7.534,103.637,0.043212,0.021573,180784.499920897
276,1789863781.340240,7.727,103.637,0.043212,0.021573,180784.550170956
277,1789863781.390302,7.730,103.637,0.043212,0.021573,180784.600233172
278,1789863781.440377,7.717,103.637,0.043212,0.021573,180784.650308529
279,1789863781.490496,7.776,103.637,0.043212,0.021573,180784.700427495
280,1789863781.540507,7.705,103.637,0.043212,0.021573,180784.750438442
281,1789863781.590672,7.808,103.637,0.043212,0.021573,180784.800603378
282,1789863781.640659,7.733,103.637,0.043212,0.021573,180784.850590329
283,1789863781.690802,7.817,103.637,0.043212,0.021573,180784.900733206
284,1789863781.740812,7.744,103.637,0.043212,0.021573,180784.950743083
285,1789863781.790988,7.907,103.637,0.043212,0.021573,180785.000918954
286,1789863781.840935,7.796,103.637,0.043212,0.021573,180785.050865556
287,1789863781.891105,7.878,103.637,0.043212,0.021573,180785.101036491
288,1789863781.941154,7.866,103.637,0.043212,0.021573,180785.151084707
289,1789863781.991231,7.867,103.637,0.043212,0.021573,180785.201162603
290,1789863782.041259,7.815,103.637,0.043212,0.021573,180785.251189718
291,1789863782.091282,7.771,103.637,0.043212,0.021573,180785.301212559
292,1789863782.141377,7.784,103.637,0.043212,0.021573,180785.351308421
293,1789863782.191391,7.729,103.637,0.043212,0.021573,180785.401321766
294,1789863782.241484,7.732,103.637,0.043212,0.021573,180785.451414983
295,1789863782.291136,7.298,103.637,0.043212,0.021573,180785.501066601
296,1789863782.341763,7.819,103.637,0.043212,0.021573,180785.551693519
297,1789863782.391800,7.796,103.637,0.043212,0.021573,180785.601731256
298,1789863782.441943,7.841,103.637,0.043212,0.021573,180785.651874103
299,1789863782.491971,7.771,103.637,0.043212,0.021573,180785.701902097
300,1789863782.542206,7.865,103.637,0.043212,0.021573,180785.752137088
301,1789863782.592217,7.788,103.637,0.043212,0.021573,180785.802147709
302,1789863782.642431,7.939,103.637,0.043212,0.021573,180785.852361693
303,1789863782.692579,7.998,103.637,0.043212,0.021573,180785.902509541
304,1789863782.742494,7.853,103.637,0.043212,0.021573,180785.952425274
305,1789863782.792377,7.646,103.637,0.043212,0.021573,180786.002307515
306,1789863782.842540,7.723,103.637,0.043212,0.021573,180786.052471363
307,1789863782.892655,7.771,103.637,0.043212,0.021573,180786.102585919
308,1789863782.942727,7.775,103.637,0.043212,0.021573,180786.152657929
309,1789863782.992691,7.680,103.637,0.043212,0.021573,180786.202621706
310,1789863783.043080,7.971,103.637,0.043212,0.021573,180786.253011444
311,1789863783.092946,7.777,103.637,0.043212,0.021573,180786.302876688
312,1789863783.142959,7.728,103.637,0.043212,0.021573,180786.352890115
313,1789863783.193084,7.795,103.637,0.043212,0.021573,180786.403015173
314,1789863783.243197,7.847,103.637,0.043212,0.021573,180786.453128611
315,1789863783.292715,7.302,103.637,0.043212,0.021573,180786.502645910
316,1789863783.343339,7.766,103.637,0.043212,0.021573,180786.553270195
317,1789863783.393449,7.815,103.637,0.043212,0.021573,180786.603379956
318,1789863783.443557,7.861,103.637,0.043212,0.021573,180786.653488166
319,1789863783.493552,7.794,103.637,0.043212,0.021573,180786.703483326
320,1789863783.543647,7.822,103.637,0.043212,0.021573,180786.753578327
321,1789863783.593789,7.865,103.637,0.043212,0.021573,180786.803719798
322,1789863783.643679,7.693,103.637,0.043212,0.021573,180786.853609947
323,1789863783.693756,7.756,103.637,0.043212,0.021573,180786.903687453
324,1789863783.743855,7.794,103.637,0.043212,0.021573,180786.953785497
325,1789863783.793506,7.429,103.637,0.043212,0.021573,180787.003437462
326,1789863783.844022,7.884,103.637,0.043212,0.021573,180787.053953367
327,1789863783.893952,7.757,103.637,0.043212,0.021573,180787.103882987
328,1789863783.944206,7.948,103.637,0.043212,0.021573,180787.154136548
329,1789863783.994197,7.883,103.637,0.043212,0.021573,180787.204128559
330,1789863784.044261,7.842,103.637,0.043212,0.021573,180787.254191794
331,1789863784.094296,7.818,103.637,0.043212,0.021573,180787.304226881
332,1789863784.144484,7.851,103.637,0.043212,0.021573,180787.354414645
333,1789863784.194450,7.758,103.637,0.043212,0.021573,180787.404381311
334,1789863784.244501,7.749,103.637,0.043212,0.021573,180787.454432116
335,1789863784.294265,7.452,103.637,0.043212,0.021573,180787.504196051
336,1789863784.344719,7.748,103.637,0.043212,0.021573,180787.554649711
337,1789863784.394893,7.836,103.637,0.043212,0.021573,180787.604823635
338,1789863784.444947,7.836,103.637,0.043212,0.021573,180787.654877997
339,1789863784.494602,7.433,103.637,0.043212,0.021573,180787.704532798
340,1789863784.544925,7.700,103.637,0.043212,0.021573,180787.754856545
341,1789863784.595147,7.860,103.637,0.043212,0.021573,180787.805078090
342,1789863784.645028,7.680,103.637,0.043212,0.021573,180787.854958917
343,1789863784.695202,7.769,103.637,0.043212,0.021573,180787.905133005
344,1789863784.745262,7.765,103.637,0.043212,0.021573,180787.955192589
345,1789863784.795115,7.531,103.637,0.043212,0.021573,180788.005046080
346,1789863784.845467,7.779,103.637,0.043212,0.021573,180788.055397683
347,1789863784.895566,7.782,103.637,0.043212,0.021573,180788.105496393
348,1789863784.945686,7.744,103.637,0.043212,0.021573,180788.155616823
349,1789863784.995820,7.798,103.637,0.043212,0.021573,180788.205751200
350,1789863785.045950,7.833,103.637,0.043212,0.021573,180788.255881266
351,1789863785.096050,7.870,103.637,0.043212,0.021573,180788.305981347
352,1789863785.146160,7.878,103.637,0.043212,0.021573,180788.356090863
353,1789863785.196199,7.857,103.637,0.043212,0.021573,180788.406130252
354,1789863785.246303,7.868,103.637,0.043212,0.021573,180788.456233563
355,1789863785.296029,7.537,103.637,0.043212,0.021573,180788.505960188
356,1789863785.346361,7.807,103.637,0.043212,0.021573,180788.556291708
357,1789863785.396381,7.739,103.637,0.043212,0.021573,180788.606312545
358,1789863785.446507,7.761,103.637,0.043212,0.021573,180788.656438414
359,1789863785.496554,7.747,103.637,0.043212,0.021573,180788.706484822
