seconds_from_gesture_start,frametime_ms
6.483292,13.2651
6.498358,15.0653
6.512915,14.5573
6.527101,14.1854
6.542048,14.9459
6.557547,15.4997
6.57289,15.3423
6.587675,14.7858
6.601815,14.139
6.617556,15.7404
6.633895,16.3389
6.646582,12.6815
6.661162,14.5844
6.676713,15.5513
6.691957,15.2432
6.705865,13.9078
6.721148,15.2825
6.736118,14.9684
6.75175,15.633
6.765877,14.1258
6.781421,15.5438
6.796803,15.3817
6.811589,14.786
6.827982,16.3923
6.842536,14.5541
6.858033,15.4967
6.873266,15.2325
6.888003,14.7368
6.902867,14.863
6.917382,14.5143
6.934544,17.1617
6.950197,15.6518
6.964789,14.593
6.981667,16.8776
6.996425,14.7581
7.011527,15.1018
7.027296,15.7687
7.041671,14.3749
7.056663,14.9917
7.072818,16.155
7.087591,14.7736
7.103102,15.5101
7.11753,14.4268
7.133189,15.6579
7.148576,15.3845
7.163219,14.6452
7.178858,15.6385
7.193015,14.1571
7.208175,15.1581
7.223453,15.2783
7.238301,14.8476
7.253098,14.7975
7.267353,14.2543
7.283381,16.0289
7.298307,14.9254
7.313458,15.1506
7.328942,15.4838
7.343113,14.1713
7.358747,15.6338
7.374042,15.2953
7.388882,14.839
7.403706,14.8244
7.419269,15.5621
7.432331,13.06
7.447044,14.7136
7.461273,14.2293
7.476026,14.7518
7.491829,15.8029
7.506742,14.9122
7.533587,26.8448
7.537492,3.905
7.552609,15.1165
7.567415,14.805
7.581253,13.8384
7.597367,16.1131
7.611731,14.3643
7.626204,14.4722
7.641786,15.582
7.657197,15.4067
7.671921,14.7287
7.687879,15.9577
7.702369,14.4902
7.718224,15.8541
7.733593,15.3686
7.748098,14.5051
7.762552,14.4546
7.778432,15.8796
7.792217,13.7846
7.806638,14.4208
7.820661,14.0219
7.837424,16.7617
7.85201,14.586
7.866668,14.6574
7.883621,16.9521
7.898252,14.6313
7.913421,15.1693
7.926931,13.5095
7.943308,16.3756
7.958554,15.2467
7.973488,14.9327
7.989041,15.5531
8.004518,15.4746
8.018373,13.8559
8.033385,15.0127
8.04831,14.9241
8.062929,14.6197
8.07919,16.2613
8.092973,13.7818
8.107992,15.0198
8.122657,14.6643
8.13782,15.1617
8.152195,14.3755
8.167528,15.3295
8.1828,15.2748
8.198396,15.5961
8.212936,14.5398
8.229507,16.5693
8.243488,13.9817
8.258112,14.6246
8.272978,14.8649
8.287126,14.1484
8.303844,16.7172
8.317878,14.0334
8.332923,15.045
8.347714,14.7913
8.362323,14.6079
8.376814,14.4907
8.394163,17.3486
8.409414,15.2506
8.424175,14.7608
8.439963,15.7885
8.455873,15.9099
8.468992,13.1182
8.485522,16.5301
8.499917,14.3953
8.515455,15.5375
8.531112,15.6571
8.544895,13.7827
8.561877,16.9811
8.576763,14.8853
8.599996,23.2332
8.608111,8.11415
8.623164,15.051
8.63922,16.0569
8.653806,14.5864
8.667685,13.8744
8.682878,15.1961
8.698127,15.2481
8.711714,13.5869
8.725914,14.1999
8.741757,15.8436
8.756983,15.2259
8.773524,16.5413
8.789086,15.5605
8.803014,13.9283
8.818339,15.3245
8.833917,15.5782
8.848023,14.1054
8.864297,16.2742
8.879317,15.0191
8.892788,13.4721
8.908238,15.4495
8.922745,14.506
8.937635,14.8904
8.95178,14.1443
8.96734,15.56
8.983246,15.9063
8.998681,15.4335
9.01316,14.479
9.026994,13.8333
9.042705,15.7112
9.058188,15.4829
9.073855,15.666
9.089154,15.2981
9.103791,14.6379
9.118242,14.4507
