seconds_from_gesture_start,frametime_ms
8.140039,8.26637
8.14855,8.50926
8.156734,8.18437
8.165184,8.44976
8.173412,8.2283
8.181854,8.44194
8.190124,8.2692
8.198403,8.27867
8.20678,8.37667
8.215132,8.35119
8.223428,8.2953
8.231827,8.39943
8.240158,8.33116
8.248444,8.2856
8.256778,8.33284
8.265107,8.32941
8.273484,8.37651
8.281861,8.37708
8.290198,8.3364
8.298477,8.27852
8.306904,8.42699
8.315189,8.28503
8.323516,8.32613
8.331878,8.36163
8.340139,8.25651
8.348471,8.33657
8.356762,8.29066
8.365126,8.36373
8.373409,8.28195
8.381854,8.4453
8.390186,8.33095
8.398428,8.24226
8.406794,8.36183
8.415135,8.34456
8.423476,8.34054
8.431812,8.33522
8.440143,8.33137
8.448469,8.32575
8.456787,8.31723
8.465205,8.41789
8.473438,8.23284
8.481849,8.41053
8.4902,8.35068
8.498449,8.24911
8.506828,8.37807
8.515229,8.40154
8.523404,8.17428
8.53178,8.37599
8.540232,8.45131
8.548497,8.26483
8.556851,8.35314
8.565168,8.31682
8.573472,8.30415
8.581841,8.36856
8.59022,8.37969
8.598402,8.18093
8.606808,8.40649
8.615193,8.38447
8.623457,8.26362
8.631799,8.34163
8.640126,8.32669
8.648426,8.29976
8.656749,8.32337
8.665132,8.38247
8.673434,8.30103
8.681886,8.45215
8.690212,8.32589
8.698524,8.31204
8.70678,8.25568
8.715156,8.37659
8.72359,8.43249
8.731924,8.33437
8.74019,8.26569
8.748492,8.30189
8.756858,8.36458
8.765229,8.37175
8.773501,8.27091
8.7819,8.39948
8.790159,8.25793
8.798419,8.26072
8.806822,8.40197
8.815146,8.32462
8.823519,8.37252
8.831865,8.34529
8.840242,8.37686
8.848454,8.21162
8.85683,8.37634
8.865183,8.35253
8.873459,8.27534
8.881799,8.34009
8.890222,8.42331
8.898497,8.27452
8.906811,8.31068
8.915375,8.56605
8.923401,8.02721
8.931831,8.42991
8.940243,8.41024
8.948424,8.18244
8.95677,8.34512
8.965178,8.40823
8.973395,8.2167
8.981835,8.43982
8.990197,8.36176
8.998475,8.27786
9.006925,8.44847
9.015182,8.25755
9.02349,8.30736
9.031914,8.42395
9.040232,8.31833
9.048456,8.22372
9.05682,8.36299
9.065111,8.29137
9.073478,8.36678
9.081831,8.35272
9.090247,8.4154
9.09849,8.24337
9.106821,8.33014
9.115165,8.34415
9.123491,8.32548
