seconds_from_gesture_start,frametime_ms
7.020517,10.4717
7.033088,12.5722
7.047093,14.0044
7.057437,10.344
7.070129,12.691
7.084641,14.5125
7.095374,10.7324
7.107917,12.543
7.122715,14.7978
7.134564,11.8483
7.147146,12.5814
7.173567,26.4199
7.17663,3.06408
7.184334,7.70333
7.196519,12.184
7.207734,11.2123
7.218172,10.4411
7.230175,12.0024
7.241975,11.8001
7.256102,14.1274
7.27054,14.4372
7.281683,11.1413
7.294109,12.4264
7.307078,12.9694
7.31686,9.78235
7.329286,12.4257
7.343585,14.2993
7.354449,10.8633
7.366933,12.4839
7.381003,14.0694
7.391318,10.3145
7.40562,14.3011
7.418106,12.4861
7.428489,10.3823
7.440536,12.0461
7.456825,16.2892
7.466639,9.81384
7.478569,11.9294
7.492017,13.4474
7.502439,10.4222
7.515276,12.8362
7.529947,14.6704
7.540429,10.4819
7.552764,12.3349
7.567588,14.8234
7.578361,10.7734
7.590706,12.3449
7.607537,16.8315
7.61745,9.91242
7.629623,12.1703
7.644063,14.4411
7.653818,9.75479
7.665795,11.977
7.681333,15.5368
7.691743,10.4105
7.704649,12.9052
7.717952,13.2986
7.731375,13.4277
7.743607,12.2316
7.757759,14.1523
7.767534,9.77479
7.780268,12.7339
7.794137,13.8685
7.804813,10.6765
7.816865,12.0513
7.831534,14.6693
7.841903,10.3695
7.854581,12.6759
7.868401,13.8199
7.879141,10.7404
7.891617,12.4758
7.906135,14.5174
7.916882,10.7461
7.928797,11.9156
7.942909,14.1127
7.953157,10.2477
7.965453,12.2961
7.980518,15.0638
7.990517,9.99913
8.003165,12.6481
8.017337,14.1713
8.027804,10.4678
8.040658,12.8529
8.054905,14.2474
8.064213,9.30666
8.076156,11.9433
8.090471,14.3149
8.101104,10.632
8.113562,12.4579
8.127431,13.8691
8.139368,11.9358
8.152426,13.058
8.166691,14.2656
8.176029,9.33784
8.188233,12.2022
8.20133,13.098
8.211615,10.2839
8.235325,23.7062
8.244218,8.89616
8.251495,7.27696
8.261194,9.69915
8.276163,14.9679
8.288596,12.4328
8.297969,9.37274
8.311575,13.6055
8.323593,12.0182
8.335379,11.7856
8.34852,13.1416
8.360379,11.8587
8.372799,12.4201
8.386922,14.1224
8.395979,9.05731
8.408832,12.8529
8.42312,14.2874
8.432952,9.8321
8.445831,12.8786
8.460557,14.7259
8.470367,9.81043
8.482507,12.1399
8.496972,14.4647
8.507392,10.42
8.520144,12.7514
8.535038,14.8945
8.545471,10.4324
8.557383,11.9115
8.571814,14.4313
8.582849,11.0341
8.595543,12.6945
8.609998,14.455
8.620316,10.318
8.632674,12.3579
8.647573,14.8974
8.657982,10.4086
8.670346,12.3635
8.684535,14.1887
8.695189,10.6535
8.70775,12.5606
8.722279,14.5286
8.732601,10.3217
8.745915,13.3101
8.762672,16.7603
8.773096,10.4239
8.785286,12.1894
8.799489,14.2021
8.808092,8.60331
8.82117,13.0778
8.834787,13.617
8.845382,10.5946
8.859482,14.0996
8.874423,14.9401
8.885274,10.8511
8.897593,12.3182
8.911853,14.2596
8.922175,10.3224
8.933754,11.5787
8.94637,12.6157
8.958121,11.7502
8.970583,12.4617
8.984956,14.3728
8.995279,10.3232
9.008191,12.9119
9.02235,14.1574
9.032552,10.2024
9.045316,12.7642
9.060508,15.1905
9.070687,10.1791
9.085343,14.656
9.099214,13.8699
9.109814,10.6002
9.122227,12.4133
