epoch,hwnd,before,after,interleaved_rows,ms
1789847012.2789075,0x40db2,47554f,1c1c1c,0,2.6617050170898438
1789847012.2921298,0x40db2,566b5a,1c1c1c,0,3.3025741577148438
1789847012.3051152,0x40db2,6a7768,1c1c1c,0,5.390644073486328
1789847012.3175018,0x40db2,434d4b,1c1c1c,0,2.315998077392578
1789847012.3291614,0x40db2,404b4a,1c1c1c,0,2.7670860290527344
1789847012.3437066,0x40db2,424d4b,1c1c1c,0,3.681182861328125
1789847012.3551316,0x40db2,434a47,1c1c1c,0,4.783391952514648
1789847012.3676584,0x40db2,48514c,1c1c1c,0,2.4619102478027344
1789847012.3802452,0x40db2,678171,1c1c1c,0,2.7494430541992188
1789847012.394189,0x40db2,3a4947,1c1c1c,0,3.231525421142578
1789847012.4069047,0x40db2,3f4f4f,1c1c1c,0,3.273487091064453
1789847012.4194467,0x40db2,555e5b,1c1c1c,0,2.610921859741211
1789847012.4330752,0x40db2,414548,1c1c1c,0,3.3500194549560547
1789847012.4453397,0x40db2,6e7565,1c1c1c,0,2.47955322265625
1789847012.4582245,0x40db2,5d6251,1c1c1c,0,3.5529136657714844
1789847012.4702504,0x40db2,4a4f4b,1c1c1c,0,2.2978782653808594
1789847012.4840276,0x40db2,626659,1c1c1c,0,3.472566604614258
1789847012.49615,0x40db2,4b534c,1c1c1c,0,2.3958683013916016
1789847012.510553,0x40db2,3b4645,1c1c1c,0,3.6950111389160156
1789847012.521714,0x40db2,45504d,1c1c1c,0,2.3179054260253906
1789847012.537317,0x40db2,4f5f58,1c1c1c,0,3.8056373596191406
1789847012.5506082,0x40db2,3e4e4d,1c1c1c,0,3.439664840698242
1789847012.5631752,0x40db2,3c4a4a,1c1c1c,0,3.5033226013183594
1789847012.5751338,0x40db2,3f4f4e,1c1c1c,0,3.155946731567383
1789847012.587716,0x40db2,3b494a,1c1c1c,0,3.563404083251953
1789847012.5984771,0x40db2,3a484a,1c1c1c,0,1.9996166229248047
1789847012.6120636,0x40db2,354245,1c1c1c,0,3.919363021850586
1789847012.6247761,0x40db2,374546,1c1c1c,0,3.219127655029297
1789847012.6381726,0x40db2,404945,1c1c1c,0,3.931760787963867
1789847012.6493685,0x40db2,5a665c,1c1c1c,0,2.225637435913086
1789847012.661955,0x40db2,404b45,1c1c1c,0,3.6869049072265625
1789847012.6749806,0x40db2,45524e,1c1c1c,0,3.182649612426758
1789847012.688209,0x40db2,3c4144,1c1c1c,0,3.706216812133789
1789847012.6990259,0x40db2,3a3f44,1c1c1c,0,2.1483898162841797
1789847012.711637,0x40db2,414549,1c1c1c,0,3.5686492919921875
1789847012.724459,0x40db2,494e52,1c1c1c,0,3.239154815673828
1789847012.7377973,0x40db2,444445,1c1c1c,0,3.7648677825927734
1789847012.7489874,0x40db2,50504c,1c1c1c,0,2.141237258911133
1789847012.762811,0x40db2,54524d,1c1c1c,0,4.282474517822266
1789847012.7765772,0x40db2,453f3f,1c1c1c,0,4.280328750610352
1789847012.7904642,0x40db2,4a433f,1c1c1c,0,4.789113998413086
1789847012.8038213,0x40db2,605146,1c1c1c,0,4.675626754760742
1789847012.8171716,0x40db2,373b3f,1c1c1c,0,3.5707950592041016
1789847012.8316667,0x40db2,3a4043,1c1c1c,0,5.058526992797852
1789847012.844374,0x40db2,353942,1c1c1c,0,2.7170181274414062
1789847012.8571262,0x40db2,383c40,1c1c1c,0,2.981424331665039
1789847012.8692272,0x40db2,33373a,1c1c1c,0,2.4437904357910156
1789847012.8837576,0x40db2,3b3c3c,1c1c1c,0,3.701448440551758
1789847012.8960793,0x40db2,343333,1c1c1c,0,2.647876739501953
1789847012.9083793,0x40db2,3d3b3b,1c1c1c,0,3.1969547271728516
1789847012.9209704,0x40db2,343333,1c1c1c,0,2.657651901245117
1789847012.9364934,0x40db2,3b3c3c,1c1c1c,0,4.71949577331543
1789847012.950675,0x40db2,454242,1c1c1c,0,3.425121307373047
1789847012.964884,0x40db2,383c40,1c1c1c,0,4.401445388793945
1789847012.978032,0x40db2,353942,1c1c1c,0,4.142284393310547
1789847012.9917614,0x40db2,3b4046,1c1c1c,0,3.560304641723633
1789847013.0052915,0x40db2,373b3f,1c1c1c,0,4.695415496826172
1789847013.0173318,0x40db2,605146,1c1c1c,0,2.2652149200439453
1789847013.0298052,0x40db2,4a433f,1c1c1c,0,2.9535293579101562
1789847013.0437624,0x40db2,453f3f,1c1c1c,0,3.2088756561279297
1789847013.0563915,0x40db2,54524d,1c1c1c,0,2.9077529907226562
1789847013.0682185,0x40db2,50504c,1c1c1c,0,2.4390220642089844
1789847013.0812416,0x40db2,3e4041,1c1c1c,0,6.519317626953125
1789847013.0936518,0x40db2,494e52,1c1c1c,0,2.400636672973633
1789847013.1063726,0x40db2,414549,1c1c1c,0,3.180265426635742
1789847013.1188812,0x40db2,3a3f44,1c1c1c,0,2.622365951538086
1789847013.1335692,0x40db2,3c4144,1c1c1c,0,4.954338073730469
1789847013.1454034,0x40db2,45524e,1c1c1c,0,2.3407936096191406
1789847013.158253,0x40db2,404b45,1c1c1c,0,3.3369064331054688
1789847013.169932,0x40db2,5a665c,1c1c1c,0,2.5053024291992188
1789847013.1829448,0x40db2,374546,1c1c1c,0,4.346132278442383
1789847013.1957526,0x40db2,39484a,1c1c1c,0,2.57110595703125
1789847013.209935,0x40db2,354245,1c1c1c,0,3.564119338989258
1789847013.222166,0x40db2,3a484a,1c1c1c,0,1.1987686157226562
1789847013.2372813,0x40db2,3b494a,1c1c1c,0,3.912687301635742
1789847013.247375,0x40db2,3f4f4e,1c1c1c,0,1.1217594146728516
1789847013.2609015,0x40db2,3d4c4d,1c1c1c,0,3.673553466796875
1789847013.2751372,0x40db2,3e4e4d,1c1c1c,0,3.350973129272461
1789847013.2879193,0x40db2,4f5f58,1c1c1c,0,3.9048194885253906
1789847013.2985773,0x40db2,45504d,1c1c1c,0,2.0656585693359375
1789847013.3119211,0x40db2,3b4645,1c1c1c,0,3.654956817626953
1789847013.3268147,0x40db2,4b534c,1c1c1c,0,4.5757293701171875
1789847013.3403175,0x40db2,626659,1c1c1c,0,3.2160282135009766
1789847013.3482583,0x40db2,4a4f4b,1c1c1c,0,1.270294189453125
1789847013.3615887,0x40db2,1c1c1c,1c1c1c,0,5.996465682983398
1789847013.371662,0x40db2,585d5a,1c1c1c,0,1.3141632080078125
1789847013.3872745,0x40db2,585d5a,1c1c1c,0,3.7047863006591797
1789847013.3988576,0x40db2,555e5b,1c1c1c,0,2.076864242553711
1789847013.412623,0x40db2,434e4d,1c1c1c,0,4.461526870727539
1789847013.42704,0x40db2,3a4947,1c1c1c,0,4.790782928466797
1789847013.4413974,0x40db2,678171,1c1c1c,0,3.7314891815185547
1789847013.4533782,0x40db2,48514c,1c1c1c,0,4.644632339477539
1789847013.4675546,0x40db2,434a47,1c1c1c,0,3.567934036254883
1789847013.4819872,0x40db2,5a6663,1c1c1c,0,4.65703010559082
1789847013.4939215,0x40db2,404b4a,1c1c1c,0,2.5899410247802734
1789847013.5078082,0x40db2,58605b,1c1c1c,0,3.396749496459961
1789847013.5196264,0x40db2,6a7768,1c1c1c,0,2.493143081665039
1789847013.5351396,0x40db2,505c59,1c1c1c,0,4.397392272949219
1789847013.5471342,0x40db2,47554f,1c1c1c,0,2.4328231811523438
1789847013.5608392,0x40db2,4c5e56,1c1c1c,0,3.7224292755126953
1789847013.5746953,0x40db2,3b4d4f,1c1c1c,0,3.0820369720458984
1789847013.588804,0x40db2,405054,1c1c1c,0,4.83250617980957
1789847013.6014743,0x40db2,3c4b4e,1c1c1c,0,3.1266212463378906
1789847013.6143563,0x40db2,3e4c4e,1c1c1c,0,4.025459289550781
1789847013.6288385,0x40db2,465754,1c1c1c,0,5.099296569824219
1789847013.6427467,0x40db2,546a62,1c1c1c,0,3.283977508544922
1789847013.6548412,0x40db2,4a5f55,1c1c1c,0,5.241155624389648
1789847013.667969,0x40db2,3b4543,1c1c1c,0,2.541065216064453
1789847013.679568,0x40db2,5d6862,1c1c1c,0,2.6891231536865234
1789847013.692322,0x40db2,3f4a4b,1c1c1c,0,3.0508041381835938
1789847013.7049212,0x40db2,54625f,1c1c1c,0,5.272626876831055
1789847013.7173703,0x40db2,404d4e,1c1c1c,0,2.3446083068847656
1789847013.7298892,0x40db2,405051,1c1c1c,0,3.0748844146728516
1789847013.743316,0x40db2,445456,1c1c1c,0,3.2172203063964844
1789847013.7555966,0x40db2,455556,1c1c1c,0,2.7391910552978516
1789847013.7673993,0x40db2,41504e,1c1c1c,0,2.342700958251953
1789847013.781613,0x40db2,485755,1c1c1c,0,6.875038146972656
1789847013.7937176,0x40db2,506159,1c1c1c,0,2.4750232696533203
1789847013.8071556,0x40db2,45554d,1c1c1c,0,3.5741329193115234
1789847013.8193448,0x40db2,4e5d58,1c1c1c,0,2.6526451110839844
1789847013.8330224,0x40db2,576864,1c1c1c,0,3.4079551696777344
1789847013.845022,0x40db2,465a52,1c1c1c,0,2.249002456665039
1789847013.8584223,0x40db2,455c55,1c1c1c,0,3.3142566680908203
1789847013.8699212,0x40db2,40554c,1c1c1c,0,2.2864341735839844
1789847013.8851774,0x40db2,58685c,1c1c1c,0,4.256725311279297
1789847013.8985965,0x40db2,6f8071,1c1c1c,0,2.2516250610351562
1789847013.910846,0x40db2,627c75,1c1c1c,0,3.6039352416992188
1789847013.9241743,0x40db2,4b6864,1c1c1c,0,3.1883716583251953
1789847013.9378953,0x40db2,627c75,1c1c1c,0,3.839254379272461
1789847013.9487662,0x40db2,6f8071,1c1c1c,0,2.171039581298828
1789847013.9616642,0x40db2,58685c,1c1c1c,0,3.7848949432373047
1789847013.9769273,0x40db2,5b6d66,1c1c1c,0,4.393815994262695
1789847013.9915938,0x40db2,455c55,1c1c1c,0,3.765583038330078
1789847014.004005,0x40db2,465a52,1c1c1c,0,4.465579986572266
1789847014.0180528,0x40db2,576864,1c1c1c,0,2.623319625854492
1789847014.0299397,0x40db2,485550,1c1c1c,0,4.890918731689453
1789847014.043466,0x40db2,45554d,1c1c1c,0,2.5048255920410156
1789847014.0559938,0x40db2,495955,1c1c1c,0,4.463672637939453
1789847014.0675533,0x40db2,485755,1c1c1c,0,2.234935760498047
1789847014.0794032,0x40db2,465656,1c1c1c,0,4.273414611816406
1789847014.0938225,0x40db2,455556,1c1c1c,0,2.548694610595703
1789847014.1058977,0x40db2,435354,1c1c1c,0,4.57763671875
1789847014.1178749,0x40db2,405051,1c1c1c,0,2.3047924041748047
1789847014.1299474,0x40db2,54625f,1c1c1c,0,5.654096603393555
1789847014.143796,0x40db2,435151,1c1c1c,0,3.4475326538085938
1789847014.1556215,0x40db2,5d6862,1c1c1c,0,4.050493240356445
1789847014.1693854,0x40db2,3d4844,1c1c1c,0,2.458333969116211
1789847014.1815164,0x40db2,4b5e57,1c1c1c,0,5.816459655761719
1789847014.1944427,0x40db2,4a5f55,1c1c1c,0,2.6702880859375
1789847014.206252,0x40db2,3c4b49,1c1c1c,0,5.067586898803711
1789847014.2192214,0x40db2,465754,1c1c1c,0,2.3508071899414062
1789847014.2336676,0x40db2,3e4c4e,1c1c1c,0,5.029201507568359
1789847014.246661,0x40db2,3c4b4e,1c1c1c,0,2.779245376586914
1789847014.2597554,0x40db2,405054,1c1c1c,0,3.335237503051758
1789847014.2718067,0x40db2,576b67,1c1c1c,0,2.5527477264404297
1789847014.2875395,0x40db2,4c5e56,1c1c1c,0,4.704952239990234
1789847014.3002267,0x40db2,47554f,1c1c1c,0,1.9943714141845703
1789847014.3137372,0x40db2,505c59,1c1c1c,0,4.546880722045898
1789847014.3286629,0x40db2,6a7768,1c1c1c,0,4.475831985473633
1789847014.3428137,0x40db2,58605b,1c1c1c,0,3.518819808959961
1789847014.355176,0x40db2,404b4a,1c1c1c,0,5.288124084472656
1789847014.3687615,0x40db2,424d4b,1c1c1c,0,3.3388137817382812
1789847014.381554,0x40db2,434a47,1c1c1c,0,6.226301193237305
1789847014.394281,0x40db2,48514c,1c1c1c,0,2.3131370544433594
1789847014.407111,0x40db2,678171,1c1c1c,0,4.138708114624023
1789847014.419139,0x40db2,3a4947,1c1c1c,0,2.326488494873047
1789847014.4312747,0x40db2,434e4d,1c1c1c,0,2.7964115142822266
1789847014.4458907,0x40db2,555e5b,1c1c1c,0,3.3376216888427734
1789847014.457829,0x40db2,585d5a,1c1c1c,0,5.227804183959961
1789847014.469647,0x40db2,6e7565,1c1c1c,0,2.2988319396972656
1789847014.482345,0x40db2,606f62,1c1c1c,0,2.783060073852539
1789847014.495526,0x40db2,4a4f4b,1c1c1c,0,3.221750259399414
1789847014.508035,0x40db2,646c59,1c1c1c,0,3.277301788330078
1789847014.5213218,0x40db2,4b534c,1c1c1c,0,2.434253692626953
1789847014.5371833,0x40db2,465250,1c1c1c,0,4.797458648681641
1789847014.548891,0x40db2,45504d,1c1c1c,0,2.3698806762695312
1789847014.562755,0x40db2,737d75,1c1c1c,0,3.903627395629883
1789847014.5746167,0x40db2,3e4e4d,1c1c1c,0,1.2099742889404297
1789847014.5888948,0x40db2,3c4a4a,1c1c1c,0,3.7717819213867188
1789847014.6007876,0x40db2,3e4d4d,1c1c1c,0,2.231597900390625
1789847014.6134002,0x40db2,3b494a,1c1c1c,0,3.6242008209228516
1789847014.6238973,0x40db2,3e4d4f,1c1c1c,0,1.1386871337890625
1789847014.6394649,0x40db2,354245,1c1c1c,0,3.865957260131836
1789847014.65038,0x40db2,374546,1c1c1c,0,2.086639404296875
1789847014.663469,0x40db2,404945,1c1c1c,0,3.8530826568603516
1789847014.6768858,0x40db2,636b5f,1c1c1c,0,3.197193145751953
1789847014.6902614,0x40db2,404b45,1c1c1c,0,3.7381649017333984
1789847014.7003698,0x40db2,45524e,1c1c1c,0,1.9407272338867188
1789847014.713995,0x40db2,3c4144,1c1c1c,0,3.9865970611572266
1789847014.7262185,0x40db2,3e4348,1c1c1c,0,3.070354461669922
1789847014.7394843,0x40db2,414549,1c1c1c,0,3.5712718963623047
1789847014.7510304,0x40db2,494e52,1c1c1c,0,2.238750457763672
1789847014.7640538,0x40db2,444445,1c1c1c,0,3.6444664001464844
1789847014.7764308,0x40db2,50504c,1c1c1c,0,3.0541419982910156
1789847014.7896087,0x40db2,54524d,1c1c1c,0,3.798246383666992
1789847014.8003118,0x40db2,453f3f,1c1c1c,0,2.112865447998047
1789847014.813657,0x40db2,4a433f,1c1c1c,0,4.323720932006836
1789847014.828844,0x40db2,605146,1c1c1c,0,4.589080810546875
1789847014.8424945,0x40db2,373b3f,1c1c1c,0,3.497600555419922
1789847014.8540363,0x40db2,3a4043,1c1c1c,0,4.873037338256836
1789847014.8680506,0x40db2,353942,1c1c1c,0,3.6830902099609375
1789847014.8796403,0x40db2,383c40,1c1c1c,0,2.731800079345703
1789847014.893696,0x40db2,33373a,1c1c1c,0,3.111124038696289
1789847014.9060535,0x40db2,3b3c3c,1c1c1c,0,5.222797393798828
1789847014.919267,0x40db2,343333,1c1c1c,0,2.369403839111328
1789847014.9327238,0x40db2,3d3b3b,1c1c1c,0,6.576776504516602
1789847014.945178,0x40db2,3a3839,1c1c1c,0,3.2281875610351562
1789847014.9590633,0x40db2,3b3c3c,1c1c1c,0,5.008935928344727
1789847014.9712756,0x40db2,454242,1c1c1c,0,2.549886703491211
1789847014.9871516,0x40db2,383c40,1c1c1c,0,5.036115646362305
1789847015.0000906,0x40db2,33373e,1c1c1c,0,2.1736621856689453
1789847015.0130625,0x40db2,3b4046,1c1c1c,0,3.7844181060791016
1789847015.0291262,0x40db2,373b3f,1c1c1c,0,4.844427108764648
1789847015.042823,0x40db2,575251,1c1c1c,0,3.5479068756103516
1789847015.0551424,0x40db2,4a433f,1c1c1c,0,4.27699089050293
1789847015.0688243,0x40db2,453f3f,1c1c1c,0,3.4067630767822266
1789847015.0811098,0x40db2,54524d,1c1c1c,0,5.969047546386719
1789847015.0937698,0x40db2,50504c,1c1c1c,0,3.4766197204589844
1789847015.1079617,0x40db2,444445,1c1c1c,0,4.866123199462891
1789847015.120091,0x40db2,494e52,1c1c1c,0,2.5298595428466797
1789847015.1319027,0x40db2,414549,1c1c1c,0,2.712249755859375
1789847015.1452475,0x40db2,3a3f44,1c1c1c,0,3.36456298828125
1789847015.1577182,0x40db2,3c4144,1c1c1c,0,3.2494068145751953
1789847015.1699107,0x40db2,45524e,1c1c1c,0,2.5033950805664062
1789847015.1843042,0x40db2,404b45,1c1c1c,0,3.2720565795898438
1789847015.1967592,0x40db2,5a665c,1c1c1c,0,2.6094913482666016
1789847015.2094574,0x40db2,404945,1c1c1c,0,3.3664703369140625
1789847015.22218,0x40db2,39484a,1c1c1c,0,2.458333969116211
1789847015.2384157,0x40db2,3e4d4f,1c1c1c,0,3.5729408264160156
1789847015.2523293,0x40db2,3a484a,1c1c1c,0,3.307342529296875
1789847015.2665782,0x40db2,3e4d4d,1c1c1c,0,4.325628280639648
1789847015.2792954,0x40db2,3c4a4a,1c1c1c,0,5.242347717285156
1789847015.2946715,0x40db2,3d4c4d,1c1c1c,0,3.130197525024414
1789847015.306501,0x40db2,737d75,1c1c1c,0,5.124568939208984
1789847015.318986,0x40db2,4f5f58,1c1c1c,0,2.2919178009033203
1789847015.3321912,0x40db2,465250,1c1c1c,0,4.612207412719727
1789847015.3457015,0x40db2,4b534c,1c1c1c,0,2.5262832641601562
1789847015.3591487,0x40db2,646c59,1c1c1c,0,4.732608795166016
1789847015.3711305,0x40db2,4a4f4b,1c1c1c,0,2.475261688232422
1789847015.3836486,0x40db2,606f62,1c1c1c,0,2.7217864990234375
1789847015.3971622,0x40db2,6e7565,1c1c1c,0,3.187894821166992
1789847015.4096003,0x40db2,585d5a,1c1c1c,0,3.0808448791503906
1789847015.4221556,0x40db2,555e5b,1c1c1c,0,2.5529861450195312
1789847015.4368958,0x40db2,434e4d,1c1c1c,0,3.4606456756591797
1789847015.4490929,0x40db2,3a4947,1c1c1c,0,2.518892288208008
1789847015.4642153,0x40db2,596e5d,1c1c1c,0,3.7183761596679688
1789847015.4774141,0x40db2,48514c,1c1c1c,0,2.9327869415283203
1789847015.4900188,0x40db2,474c47,1c1c1c,0,3.6745071411132812
1789847015.502033,0x40db2,424d4b,1c1c1c,0,2.2563934326171875
1789847015.5148182,0x40db2,404b4a,1c1c1c,0,3.7529468536376953
1789847015.527351,0x40db2,434d4b,1c1c1c,0,3.089427947998047
1789847015.5408847,0x40db2,6a7768,1c1c1c,0,4.042863845825195
1789847015.5516605,0x40db2,566b5a,1c1c1c,0,1.977682113647461
1789847015.5652566,0x40db2,47554f,1c1c1c,0,4.296541213989258
1789847015.5801144,0x40db2,5f7267,1c1c1c,0,4.614830017089844
1789847015.5941224,0x40db2,576b67,1c1c1c,0,3.5064220428466797
1789847015.6064687,0x40db2,3b4d4f,1c1c1c,0,5.246877670288086
1789847015.620892,0x40db2,404f53,1c1c1c,0,3.1342506408691406
1789847015.635063,0x40db2,3e4c4e,1c1c1c,0,6.764650344848633
1789847015.647141,0x40db2,455353,1c1c1c,0,2.488374710083008
1789847015.660403,0x40db2,3c4b49,1c1c1c,0,3.3864974975585938
1789847015.672035,0x40db2,546a62,1c1c1c,0,2.445220947265625
1789847015.6845858,0x40db2,4b5e57,1c1c1c,0,6.248235702514648
1789847015.6969407,0x40db2,3b4543,1c1c1c,0,3.3111572265625
1789847015.7102597,0x40db2,5d6862,1c1c1c,0,3.121614456176758
1789847015.7220273,0x40db2,3f4a4b,1c1c1c,0,2.4940967559814453
1789847015.7370057,0x40db2,54625f,1c1c1c,0,3.537416458129883
1789847015.7489476,0x40db2,404d4e,1c1c1c,0,2.499103546142578
1789847015.7612286,0x40db2,435354,1c1c1c,0,3.1049251556396484
1789847015.7736952,0x40db2,455556,1c1c1c,0,2.7036666870117188
1789847015.787903,0x40db2,465656,1c1c1c,0,4.155158996582031
1789847015.799165,0x40db2,41504e,1c1c1c,0,2.176523208618164
1789847015.814137,0x40db2,495955,1c1c1c,0,3.9675235748291016
1789847015.8280628,0x40db2,45554d,1c1c1c,0,3.2448768615722656
1789847015.8422,0x40db2,485550,1c1c1c,0,4.364490509033203
1789847015.855215,0x40db2,576864,1c1c1c,0,3.3926963806152344
1789847015.8686473,0x40db2,506b62,1c1c1c,0,4.336357116699219
1789847015.8812914,0x40db2,455c55,1c1c1c,0,4.352569580078125
1789847015.8948295,0x40db2,40554c,1c1c1c,0,3.718852996826172
1789847015.9071908,0x40db2,58685c,1c1c1c,0,4.479885101318359
1789847015.919938,0x40db2,6f8071,1c1c1c,0,3.6242008209228516
1789847015.933835,0x40db2,627c75,1c1c1c,0,6.808042526245117
1789847015.9461071,0x40db2,4b6864,1c1c1c,0,2.4056434631347656
1789847015.9590504,0x40db2,4b6d66,1c1c1c,0,4.722833633422852
1789847015.971252,0x40db2,6f8071,1c1c1c,0,2.485036849975586
1789847015.9845476,0x40db2,5f7162,1c1c1c,0,6.265163421630859
1789847015.996615,0x40db2,40554c,1c1c1c,0,2.285003662109375
1789847016.0094593,0x40db2,5b6d66,1c1c1c,0,5.709171295166016
1789847016.0216117,0x40db2,465a52,1c1c1c,0,2.4542808532714844
1789847016.0355792,0x40db2,506b62,1c1c1c,0,3.5600662231445312
1789847016.0478468,0x40db2,4e5d58,1c1c1c,0,2.513885498046875
1789847016.060854,0x40db2,485550,1c1c1c,0,3.365039825439453
1789847016.0725586,0x40db2,506159,1c1c1c,0,2.25830078125
1789847016.085476,0x40db2,495955,1c1c1c,0,6.5631866455078125
1789847016.0978146,0x40db2,41504e,1c1c1c,0,2.448558807373047
1789847016.1107788,0x40db2,465656,1c1c1c,0,3.1061172485351562
1789847016.1229036,0x40db2,445456,1c1c1c,0,2.4704933166503906
1789847016.1367438,0x40db2,435354,1c1c1c,0,3.2236576080322266
1789847016.151513,0x40db2,404d4e,1c1c1c,0,3.0193328857421875
1789847016.164757,0x40db2,54625f,1c1c1c,0,3.9861202239990234
1789847016.1775458,0x40db2,3f4a4b,1c1c1c,0,3.017902374267578
1789847016.1905122,0x40db2,3d4844,1c1c1c,0,3.8127899169921875
1789847016.2017105,0x40db2,3b4543,1c1c1c,0,2.2470951080322266
1789847016.2149105,0x40db2,4a5f55,1c1c1c,0,4.199743270874023
1789847016.2279665,0x40db2,546a62,1c1c1c,0,3.070354461669922
1789847016.240971,0x40db2,465754,1c1c1c,0,3.4759044647216797
1789847016.2519183,0x40db2,455353,1c1c1c,0,2.069711685180664
1789847016.26473,0x40db2,3c4b4e,1c1c1c,0,3.7279129028320312
1789847016.2781465,0x40db2,404f53,1c1c1c,0,3.2219886779785156
1789847016.2910612,0x40db2,3b4d4f,1c1c1c,0,3.591775894165039
1789847016.301776,0x40db2,576b67,1c1c1c,0,2.064228057861328
1789847016.3155997,0x40db2,5f7267,1c1c1c,0,4.256248474121094
1789847016.3281496,0x40db2,47554f,1c1c1c,0,3.432750701904297
1789847016.3409483,0x40db2,505c59,1c1c1c,0,3.7910938262939453
1789847016.3523076,0x40db2,6a7768,1c1c1c,0,2.1991729736328125
1789847016.3652506,0x40db2,434d4b,1c1c1c,0,3.6165714263916016
1789847016.376713,0x40db2,404b4a,1c1c1c,0,2.0570755004882812
1789847016.3922052,0x40db2,424d4b,1c1c1c,0,4.564523696899414
1789847016.4049947,0x40db2,434a47,1c1c1c,0,3.5741329193115234
1789847016.4198465,0x40db2,474c47,1c1c1c,0,3.687143325805664
1789847016.4323888,0x40db2,678171,1c1c1c,0,5.228519439697266
1789847016.445717,0x40db2,3a4947,1c1c1c,0,2.262115478515625
1789847016.4571614,0x40db2,434e4d,1c1c1c,0,4.759550094604492
1789847016.4705725,0x40db2,555e5b,1c1c1c,0,3.8149356842041016
1789847016.481131,0x40db2,585d5a,1c1c1c,0,2.760171890258789
1789847016.496385,0x40db2,6e7565,1c1c1c,0,3.2389163970947266
1789847016.5080562,0x40db2,5d6251,1c1c1c,0,2.8946399688720703
1789847016.5218022,0x40db2,4a4f4b,1c1c1c,0,3.200531005859375
1789847016.535771,0x40db2,646c59,1c1c1c,0,5.938053131103516
1789847016.5481508,0x40db2,4b534c,1c1c1c,0,2.4919509887695312
1789847016.560697,0x40db2,465250,1c1c1c,0,3.228902816772461
1789847016.5726345,0x40db2,45504d,1c1c1c,0,2.5110244750976562
1789847016.5861685,0x40db2,737d75,1c1c1c,0,4.38690185546875
1789847016.5988047,0x40db2,3e4e4d,1c1c1c,0,2.5298595428466797
1789847016.613526,0x40db2,3c4a4a,1c1c1c,0,3.5283565521240234
1789847016.626658,0x40db2,3f4f4e,1c1c1c,0,3.210306167602539
1789847016.6402931,0x40db2,3b494a,1c1c1c,0,3.502368927001953
1789847016.653975,0x40db2,3a484a,1c1c1c,0,3.5500526428222656
1789847016.6668332,0x40db2,354245,1c1c1c,0,3.8034915924072266
1789847016.67701,0x40db2,374546,1c1c1c,0,2.1860599517822266
1789847016.6908748,0x40db2,404945,1c1c1c,0,3.724813461303711
1789847016.7055085,0x40db2,636b5f,1c1c1c,0,5.077123641967773
1789847016.7195163,0x40db2,404b45,1c1c1c,0,3.5135746002197266
1789847016.7323506,0x40db2,384143,1c1c1c,0,4.582643508911133
1789847016.747535,0x40db2,3c4144,1c1c1c,0,2.6586055755615234
1789847016.7609348,0x40db2,3e4348,1c1c1c,0,3.716707229614258
1789847016.772935,0x40db2,494e52,1c1c1c,0,2.4411678314208984
1789847016.78778,0x40db2,3e4041,1c1c1c,0,4.850625991821289
1789847016.8001256,0x40db2,50504c,1c1c1c,0,2.413511276245117
1789847016.813907,0x40db2,565650,1c1c1c,0,3.519773483276367
