frame,epoch,capture_ms,mean_luma,dark_fraction
102,1789847394.836622,14.282,77.496,0.000067
103,1789847394.890577,18.158,78.388,0.000067
104,1789847394.946613,24.136,79.028,0.000067
105,1789847394.991988,19.426,79.451,0.000067
106,1789847395.040005,17.385,80.251,0.000067
107,1789847395.090326,17.648,80.945,0.000067
108,1789847395.140395,17.657,81.256,0.000067
109,1789847395.194175,21.359,81.916,0.000067
110,1789847395.244824,21.950,82.638,0.000067
111,1789847395.285237,12.284,82.672,0.000067
112,1789847395.336263,13.231,83.671,0.000067
113,1789847395.387258,14.152,83.742,0.000067
114,1789847395.437679,14.515,83.887,0.000067
115,1789847395.498118,24.875,84.406,0.000067
116,1789847395.549062,25.760,84.350,0.000067
117,1789847395.589270,15.910,84.678,0.000067
118,1789847395.645371,21.936,84.896,0.000067
119,1789847395.685341,11.816,84.854,0.000067
120,1789847395.741075,17.477,84.924,0.000067
121,1789847395.791616,17.955,85.329,0.000067
122,1789847395.842325,18.564,85.106,0.000067
123,1789847395.893348,19.504,85.444,0.000067
124,1789847395.944721,20.800,85.165,0.000067
125,1789847395.991996,17.968,84.818,0.000067
126,1789847396.045354,21.271,84.912,0.000067
127,1789847396.096263,22.118,84.796,0.000067
128,1789847396.146667,22.460,84.462,0.000067
129,1789847396.197931,23.660,84.154,0.000067
130,1789847396.248581,24.252,84.058,0.000067
131,1789847396.299713,25.323,84.065,0.000067
132,1789847396.335937,11.471,83.528,0.000067
133,1789847396.390386,15.843,83.365,0.000067
134,1789847396.442808,18.181,82.630,0.000067
135,1789847396.490452,15.743,82.012,0.000067
136,1789847396.543398,18.629,81.796,0.000067
137,1789847396.591609,16.761,81.080,0.000067
