frame,epoch,capture_ms,mean_luma,dark_fraction,background_fraction,monotonic
90,1789864409.958478,4.595,103.637,0.043212,0.021573,181413.168408795
91,1789864410.007988,4.046,103.637,0.043212,0.021573,181413.217919299
92,1789864410.058485,4.486,103.637,0.043212,0.021573,181413.268416360
93,1789864410.108594,4.493,103.637,0.043212,0.021573,181413.318525513
94,1789864410.158125,3.962,86.921,0.048589,0.155376,181413.368055722
95,1789864410.209368,5.127,86.921,0.048589,0.155376,181413.419299109
96,1789864410.258290,4.014,86.921,0.048589,0.155376,181413.468221125
97,1789864410.310820,6.485,86.921,0.048589,0.155376,181413.520750674
98,1789864410.358765,4.373,86.921,0.048589,0.155376,181413.568695680
99,1789864410.410369,5.863,86.921,0.048589,0.155376,181413.620299799
100,1789864410.459340,4.773,86.921,0.048589,0.155376,181413.669270578
101,1789864410.509287,4.659,86.921,0.048589,0.155376,181413.719217889
102,1789864410.560366,5.674,86.921,0.048589,0.155376,181413.770297241
103,1789864410.609748,4.994,86.921,0.048589,0.155376,181413.819678999
104,1789864410.659380,4.566,86.921,0.048589,0.155376,181413.869310971
105,1789864410.709321,4.480,86.921,0.048589,0.155376,181413.919252402
106,1789864410.759620,4.717,86.921,0.048589,0.155376,181413.969550706
107,1789864410.810719,5.756,86.921,0.048589,0.155376,181414.020650493
108,1789864410.859551,4.528,86.921,0.048589,0.155376,181414.069482572
109,1789864410.909431,4.349,86.921,0.048589,0.155376,181414.119362109
110,1789864410.960186,5.038,86.921,0.048589,0.155376,181414.170116965
111,1789864411.010086,4.852,86.921,0.048589,0.155376,181414.220016744
112,1789864411.059125,3.812,86.921,0.048589,0.155376,181414.269055979
113,1789864411.109765,4.391,86.921,0.048589,0.155376,181414.319696056
114,1789864411.159805,4.348,86.921,0.048589,0.155376,181414.369736089
115,1789864411.209566,4.030,86.921,0.048589,0.155376,181414.419496890
116,1789864411.259372,3.773,86.921,0.048589,0.155376,181414.469303344
117,1789864411.310429,4.772,86.729,0.048925,0.155712,181414.520359760
118,1789864411.359427,3.712,86.729,0.048925,0.155712,181414.569357947
119,1789864411.409881,4.093,86.729,0.048925,0.155712,181414.619812414
120,1789864411.459664,3.790,86.729,0.048925,0.155712,181414.669594881
121,1789864411.510446,4.514,86.729,0.048925,0.155712,181414.720376795
122,1789864411.562679,6.688,86.729,0.048925,0.155712,181414.772609677
123,1789864411.610308,4.209,86.729,0.048925,0.155712,181414.820239309
124,1789864411.660790,4.606,86.729,0.048925,0.155712,181414.870720777
125,1789864411.719164,12.915,103.445,0.043548,0.021909,181414.929094659
126,1789864411.769338,13.027,103.445,0.043548,0.021909,181414.979268559
127,1789864411.810219,3.846,103.445,0.043548,0.021909,181415.020149939
128,1789864411.860251,3.821,103.445,0.043548,0.021909,181415.070182564
129,1789864411.910749,4.264,103.445,0.043548,0.021909,181415.120680066
130,1789864411.961011,4.466,103.445,0.043548,0.021909,181415.170942135
131,1789864412.011040,4.433,103.445,0.043548,0.021909,181415.220971391
132,1789864412.061437,4.751,103.445,0.043548,0.021909,181415.271368399
133,1789864412.111416,4.668,103.445,0.043548,0.021909,181415.321347110
134,1789864412.161738,4.914,103.445,0.043548,0.021909,181415.371669231
135,1789864412.213165,6.279,103.445,0.043548,0.021909,181415.423095842
136,1789864412.265659,6.705,103.445,0.043548,0.021909,181415.475590045
137,1789864412.314198,5.179,103.445,0.043548,0.021909,181415.524128803
138,1789864412.363681,4.601,103.445,0.043548,0.021909,181415.573611798
139,1789864412.414793,5.635,103.445,0.043548,0.021909,181415.624724555
140,1789864412.464837,5.601,103.445,0.043548,0.021909,181415.674767890
141,1789864412.515017,5.702,103.445,0.043548,0.021909,181415.724948035
142,1789864412.564849,5.474,103.445,0.043548,0.021909,181415.774779695
143,1789864412.614919,5.485,103.445,0.043548,0.021909,181415.824850402
144,1789864412.665144,5.632,103.445,0.043548,0.021909,181415.875075349
145,1789864412.715065,5.476,103.445,0.043548,0.021909,181415.924995632
146,1789864412.764548,4.851,103.445,0.043548,0.021909,181415.974478570
147,1789864412.822516,12.757,103.637,0.043212,0.021573,181416.032447136
148,1789864412.869992,10.173,103.637,0.043212,0.021573,181416.079922969
149,1789864412.913838,3.939,103.637,0.043212,0.021573,181416.123768913
150,1789864412.964472,4.496,103.637,0.043212,0.021573,181416.174402743
151,1789864413.014480,4.420,103.637,0.043212,0.021573,181416.224411498
152,1789864413.064703,4.625,103.637,0.043212,0.021573,181416.274634013
153,1789864413.114924,4.788,103.637,0.043212,0.021573,181416.324855525
154,1789864413.164321,4.123,103.637,0.043212,0.021573,181416.374252560
155,1789864413.214720,4.465,103.637,0.043212,0.021573,181416.424650533
156,1789864413.265771,5.456,86.921,0.048589,0.155376,181416.475702253
157,1789864413.315899,5.504,86.921,0.048589,0.155376,181416.525830186
158,1789864413.365759,5.285,86.921,0.048589,0.155376,181416.575689980
159,1789864413.414908,4.375,86.921,0.048589,0.155376,181416.624838946
160,1789864413.465361,4.764,86.921,0.048589,0.155376,181416.675291784
161,1789864413.516742,6.046,86.921,0.048589,0.155376,181416.726672467
162,1789864413.565222,4.421,86.921,0.048589,0.155376,181416.775152674
163,1789864413.615337,4.476,86.921,0.048589,0.155376,181416.825268057
164,1789864413.665533,4.612,86.921,0.048589,0.155376,181416.875463572
165,1789864413.717995,6.995,86.921,0.048589,0.155376,181416.927925739
166,1789864413.767581,6.474,86.921,0.048589,0.155376,181416.977512051
167,1789864413.817784,6.571,86.921,0.048589,0.155376,181417.027715352
168,1789864413.868504,7.180,86.921,0.048589,0.155376,181417.078434645
169,1789864413.916134,4.751,86.921,0.048589,0.155376,181417.126064932
170,1789864413.965579,4.136,86.921,0.048589,0.155376,181417.175510025
171,1789864414.016178,4.676,86.921,0.048589,0.155376,181417.226109317
172,1789864414.066931,5.370,86.921,0.048589,0.155376,181417.276861871
173,1789864414.117573,5.952,86.921,0.048589,0.155376,181417.327503698
174,1789864414.167641,5.960,86.921,0.048589,0.155376,181417.377572043
175,1789864414.216378,4.639,86.921,0.048589,0.155376,181417.426309009
176,1789864414.267308,5.506,86.921,0.048589,0.155376,181417.477239043
177,1789864414.315984,4.120,86.921,0.048589,0.155376,181417.525915177
178,1789864414.365761,3.839,86.729,0.048925,0.155712,181417.575692117
179,1789864414.415953,3.956,86.729,0.048925,0.155712,181417.625883915
180,1789864414.466295,4.200,86.729,0.048925,0.155712,181417.676226179
181,1789864414.516687,4.534,86.729,0.048925,0.155712,181417.726617671
182,1789864414.567945,5.728,86.729,0.048925,0.155712,181417.777875460
183,1789864414.616622,4.345,86.729,0.048925,0.155712,181417.826553489
184,1789864414.666474,4.137,86.729,0.048925,0.155712,181417.876405203
185,1789864414.720341,7.924,86.729,0.048925,0.155712,181417.930272045
186,1789864414.765754,3.267,103.445,0.043548,0.021909,181417.975684791
187,1789864414.819025,6.456,103.445,0.043548,0.021909,181418.028956223
188,1789864414.868942,6.309,103.445,0.043548,0.021909,181418.078873319
189,1789864414.919534,6.836,103.445,0.043548,0.021909,181418.129465133
190,1789864414.968168,5.367,103.445,0.043548,0.021909,181418.178098434
191,1789864415.017351,4.489,103.445,0.043548,0.021909,181418.227282024
192,1789864415.067662,4.698,103.445,0.043548,0.021909,181418.277593092
193,1789864415.119440,5.796,103.445,0.043548,0.021909,181418.329371326
194,1789864415.169426,5.589,103.445,0.043548,0.021909,181418.379357097
195,1789864415.219633,5.730,103.445,0.043548,0.021909,181418.429563884
196,1789864415.268397,4.427,103.445,0.043548,0.021909,181418.478327544
197,1789864415.320758,6.725,103.445,0.043548,0.021909,181418.530689045
198,1789864415.368489,4.378,103.445,0.043548,0.021909,181418.578419805
199,1789864415.418634,4.463,103.445,0.043548,0.021909,181418.628564656
200,1789864415.468706,4.476,103.445,0.043548,0.021909,181418.678637435
201,1789864415.518766,4.477,103.445,0.043548,0.021909,181418.728697096
202,1789864415.568851,4.498,103.445,0.043548,0.021909,181418.778782235
203,1789864415.619210,4.793,103.445,0.043548,0.021909,181418.829140441
204,1789864415.668976,4.456,103.445,0.043548,0.021909,181418.878906818
205,1789864415.719132,4.532,103.445,0.043548,0.021909,181418.929063401
206,1789864415.769067,4.409,103.445,0.043548,0.021909,181418.978998133
207,1789864415.819051,4.332,103.445,0.043548,0.021909,181419.028982245
208,1789864415.868844,4.045,103.445,0.043548,0.021909,181419.078774945
209,1789864415.919708,4.847,103.637,0.043212,0.021573,181419.129639560
210,1789864415.968807,3.888,103.637,0.043212,0.021573,181419.178738278
211,1789864416.019109,4.103,103.637,0.043212,0.021573,181419.229039520
212,1789864416.069104,4.004,103.637,0.043212,0.021573,181419.279035044
213,1789864416.119427,4.273,103.637,0.043212,0.021573,181419.329358012
214,1789864416.169119,3.906,103.637,0.043212,0.021573,181419.379050394
215,1789864416.219607,4.334,103.637,0.043212,0.021573,181419.429538257
216,1789864416.271098,5.765,103.637,0.043212,0.021573,181419.481029243
217,1789864416.320054,4.657,86.921,0.048589,0.155376,181419.529985168
218,1789864416.369348,3.869,86.921,0.048589,0.155376,181419.579278785
219,1789864416.419785,4.247,86.921,0.048589,0.155376,181419.629715510
220,1789864416.469714,4.152,86.921,0.048589,0.155376,181419.679645056
221,1789864416.520055,4.423,86.921,0.048589,0.155376,181419.729986438
222,1789864416.570138,4.388,86.921,0.048589,0.155376,181419.780068476
223,1789864416.620335,4.468,86.921,0.048589,0.155376,181419.830266059
224,1789864416.670838,4.861,86.921,0.048589,0.155376,181419.880769093
225,1789864416.721823,5.740,86.921,0.048589,0.155376,181419.931753640
226,1789864416.770620,4.496,86.921,0.048589,0.155376,181419.980551268
227,1789864416.825752,9.564,86.921,0.048589,0.155376,181420.035682736
228,1789864416.870915,4.663,86.921,0.048589,0.155376,181420.080845702
229,1789864416.920975,4.660,86.921,0.048589,0.155376,181420.130906285
230,1789864416.970933,4.536,86.921,0.048589,0.155376,181420.180863750
231,1789864417.021127,4.629,86.921,0.048589,0.155376,181420.231058358
232,1789864417.071067,4.493,86.921,0.048589,0.155376,181420.280998082
233,1789864417.121002,4.363,86.921,0.048589,0.155376,181420.330932401
234,1789864417.172030,5.307,86.921,0.048589,0.155376,181420.381960866
235,1789864417.221174,4.371,86.921,0.048589,0.155376,181420.431105137
236,1789864417.271143,4.279,86.921,0.048589,0.155376,181420.481073890
237,1789864417.321127,4.183,86.921,0.048589,0.155376,181420.531057783
238,1789864417.371000,3.973,86.921,0.048589,0.155376,181420.580931128
239,1789864417.424366,7.281,86.921,0.048589,0.155376,181420.634296610
240,1789864417.471094,3.950,86.729,0.048925,0.155712,181420.681024858
241,1789864417.521353,4.155,86.729,0.048925,0.155712,181420.731284684
242,1789864417.571043,3.779,86.729,0.048925,0.155712,181420.780973628
243,1789864417.623010,5.685,86.729,0.048925,0.155712,181420.832940435
244,1789864417.672010,4.628,86.729,0.048925,0.155712,181420.881940696
245,1789864417.721222,3.779,86.729,0.048925,0.155712,181420.931153095
246,1789864417.771430,3.908,86.729,0.048925,0.155712,181420.981361646
247,1789864417.822025,4.417,103.445,0.043548,0.021909,181421.031956231
248,1789864417.872045,4.204,103.445,0.043548,0.021909,181421.081975562
249,1789864417.922531,4.611,103.445,0.043548,0.021909,181421.132462324
250,1789864417.972288,4.305,103.445,0.043548,0.021909,181421.182218902
251,1789864418.022709,4.663,103.445,0.043548,0.021909,181421.232639799
252,1789864418.072912,4.829,103.445,0.043548,0.021909,181421.282842604
253,1789864418.122625,4.484,103.445,0.043548,0.021909,181421.332556395
254,1789864418.172717,4.449,103.445,0.043548,0.021909,181421.382647697
255,1789864418.222822,4.493,103.445,0.043548,0.021909,181421.432753045
256,1789864418.273129,4.737,103.445,0.043548,0.021909,181421.483060539
257,1789864418.323684,5.228,103.445,0.043548,0.021909,181421.533615470
258,1789864418.373164,4.669,103.445,0.043548,0.021909,181421.583094833
259,1789864418.423661,5.105,103.445,0.043548,0.021909,181421.633591978
260,1789864418.474200,5.187,103.445,0.043548,0.021909,181421.684130632
261,1789864418.523656,4.568,103.445,0.043548,0.021909,181421.733586980
262,1789864418.574935,5.785,103.445,0.043548,0.021909,181421.784865670
263,1789864418.624892,5.682,103.445,0.043548,0.021909,181421.834822715
264,1789864418.674954,5.662,103.445,0.043548,0.021909,181421.884885362
265,1789864418.724917,5.565,103.445,0.043548,0.021909,181421.934847687
266,1789864418.775046,5.638,103.445,0.043548,0.021909,181421.984977402
267,1789864418.825254,5.787,103.445,0.043548,0.021909,181422.035184968
268,1789864418.875187,5.651,103.445,0.043548,0.021909,181422.085118443
269,1789864418.925450,5.857,103.445,0.043548,0.021909,181422.135381196
270,1789864418.975238,5.566,103.445,0.043548,0.021909,181422.185169226
271,1789864419.024012,4.282,103.445,0.043548,0.021909,181422.233942599
272,1789864419.073981,4.126,103.445,0.043548,0.021909,181422.283911727
273,1789864419.124584,4.644,103.445,0.043548,0.021909,181422.334514862
274,1789864419.174803,4.748,103.445,0.043548,0.021909,181422.384733595
275,1789864419.225050,4.880,103.445,0.043548,0.021909,181422.434981076
276,1789864419.275169,4.924,103.445,0.043548,0.021909,181422.485099900
277,1789864419.325926,5.572,103.445,0.043548,0.021909,181422.535857041
278,1789864419.375709,5.251,103.445,0.043548,0.021909,181422.585639750
279,1789864419.426803,6.195,103.445,0.043548,0.021909,181422.636733639
280,1789864419.476706,5.985,103.445,0.043548,0.021909,181422.686636476
281,1789864419.528034,7.195,103.445,0.043548,0.021909,181422.737965186
282,1789864419.577799,6.850,103.445,0.043548,0.021909,181422.787730181
283,1789864419.628585,7.561,103.445,0.043548,0.021909,181422.838516278
284,1789864419.678523,7.427,103.445,0.043548,0.021909,181422.888454338
285,1789864419.728523,7.355,103.445,0.043548,0.021909,181422.938454503
286,1789864419.778781,7.474,103.445,0.043548,0.021909,181422.988712071
287,1789864419.829048,7.667,103.445,0.043548,0.021909,181423.038979085
288,1789864419.879112,7.602,103.445,0.043548,0.021909,181423.089043200
289,1789864419.929277,7.693,103.445,0.043548,0.021909,181423.139208476
290,1789864419.979469,7.780,103.445,0.043548,0.021909,181423.189400290
291,1789864420.029448,7.607,103.445,0.043548,0.021909,181423.239378628
292,1789864420.078992,7.042,103.445,0.043548,0.021909,181423.288923532
293,1789864420.129438,7.429,103.445,0.043548,0.021909,181423.339368878
294,1789864420.179300,7.158,103.445,0.043548,0.021909,181423.389230718
295,1789864420.229592,7.371,103.445,0.043548,0.021909,181423.439523161
296,1789864420.279622,7.319,103.445,0.043548,0.021909,181423.489552928
297,1789864420.329766,7.332,103.445,0.043548,0.021909,181423.539696939
298,1789864420.379863,7.324,103.445,0.043548,0.021909,181423.589794255
299,1789864420.430058,7.388,103.445,0.043548,0.021909,181423.639988831
300,1789864420.480005,7.257,103.445,0.043548,0.021909,181423.689936014
301,1789864420.530243,7.405,103.445,0.043548,0.021909,181423.740173626
302,1789864420.580240,7.321,103.445,0.043548,0.021909,181423.790171463
303,1789864420.630571,7.485,103.445,0.043548,0.021909,181423.840502110
304,1789864420.680345,7.146,103.445,0.043548,0.021909,181423.890275985
305,1789864420.731040,7.718,103.445,0.043548,0.021909,181423.940970383
306,1789864420.780916,7.457,103.445,0.043548,0.021909,181423.990846859
307,1789864420.831048,7.468,103.445,0.043548,0.021909,181424.040979076
308,1789864420.881160,7.465,103.445,0.043548,0.021909,181424.091090685
309,1789864420.931197,7.422,103.445,0.043548,0.021909,181424.141128643
310,1789864420.981374,7.483,103.445,0.043548,0.021909,181424.191305231
311,1789864421.031312,7.343,103.445,0.043548,0.021909,181424.241243622
312,1789864421.081627,7.531,103.445,0.043548,0.021909,181424.291557678
313,1789864421.131586,7.427,103.445,0.043548,0.021909,181424.341516355
314,1789864421.181739,7.466,103.445,0.043548,0.021909,181424.391670429
315,1789864421.232057,7.647,103.445,0.043548,0.021909,181424.441988321
316,1789864421.282183,7.651,103.445,0.043548,0.021909,181424.492113801
317,1789864421.332490,7.831,103.445,0.043548,0.021909,181424.542421274
318,1789864421.382206,7.427,103.445,0.043548,0.021909,181424.592137303
319,1789864421.432500,7.601,103.445,0.043548,0.021909,181424.642430916
320,1789864421.482458,7.425,103.445,0.043548,0.021909,181424.692389450
321,1789864421.532788,7.669,103.445,0.043548,0.021909,181424.742719294
322,1789864421.582692,7.473,103.445,0.043548,0.021909,181424.792623585
323,1789864421.632872,7.591,103.445,0.043548,0.021909,181424.842803027
324,1789864421.683094,7.657,103.445,0.043548,0.021909,181424.893024855
325,1789864421.732722,7.135,103.445,0.043548,0.021909,181424.942653475
326,1789864421.782805,7.113,103.445,0.043548,0.021909,181424.992736443
327,1789864421.833089,7.297,103.445,0.043548,0.021909,181425.043020316
328,1789864421.883111,7.180,103.445,0.043548,0.021909,181425.093042598
329,1789864421.933248,7.181,103.445,0.043548,0.021909,181425.143179404
330,1789864421.983334,7.066,103.445,0.043548,0.021909,181425.193265051
331,1789864422.033663,7.320,103.445,0.043548,0.021909,181425.243593761
332,1789864422.083622,7.205,103.445,0.043548,0.021909,181425.293552991
333,1789864422.134126,7.623,103.445,0.043548,0.021909,181425.344057395
334,1789864422.184067,7.485,103.445,0.043548,0.021909,181425.393997583
335,1789864422.234223,7.518,103.445,0.043548,0.021909,181425.444154502
336,1789864422.284190,7.363,103.445,0.043548,0.021909,181425.494120743
337,1789864422.334475,7.533,103.445,0.043548,0.021909,181425.544406177
338,1789864422.384868,7.844,103.445,0.043548,0.021909,181425.594798780
339,1789864422.434795,7.635,103.445,0.043548,0.021909,181425.644726375
340,1789864422.484809,7.518,103.445,0.043548,0.021909,181425.694739689
341,1789864422.534997,7.579,103.445,0.043548,0.021909,181425.744928148
342,1789864422.585171,7.670,103.445,0.043548,0.021909,181425.795101651
343,1789864422.634816,7.254,103.445,0.043548,0.021909,181425.844747421
344,1789864422.684956,7.251,103.445,0.043548,0.021909,181425.894887013
345,1789864422.735430,7.607,103.445,0.043548,0.021909,181425.945361310
346,1789864422.785082,7.141,103.445,0.043548,0.021909,181425.995012470
347,1789864422.835227,7.209,103.445,0.043548,0.021909,181426.045157790
348,1789864422.885157,7.033,103.445,0.043548,0.021909,181426.095088318
349,1789864422.935914,7.730,103.445,0.043548,0.021909,181426.145845395
350,1789864422.985833,7.571,103.445,0.043548,0.021909,181426.195764279
351,1789864423.036178,7.850,103.445,0.043548,0.021909,181426.246109121
352,1789864423.086200,7.671,103.445,0.043548,0.021909,181426.296131182
353,1789864423.136292,7.663,103.445,0.043548,0.021909,181426.346222629
354,1789864423.186180,7.472,103.445,0.043548,0.021909,181426.396111020
355,1789864423.236452,7.681,103.445,0.043548,0.021909,181426.446382864
356,1789864423.286558,7.728,103.445,0.043548,0.021909,181426.496488547
357,1789864423.336608,7.719,103.445,0.043548,0.021909,181426.546539036
358,1789864423.386454,7.505,103.445,0.043548,0.021909,181426.596385069
359,1789864423.436796,7.767,103.445,0.043548,0.021909,181426.646727085
