start,geometry,clip,blit,flush,end,hwnd,surface,thread,outcome,width,height,commit
171815998775566,171815998786976,171815998797479,171815998799426,171815998805056,171815998805114,265650,93825186940240,4375639744,7,2732,1151,10717
171816007468128,171816007478603,171816007489118,171816007491313,171816007497134,171816007497186,265650,93825186940240,4375639744,7,2732,1151,10718
171816015780103,171816015791268,171816015802206,171816015804132,171816015809941,171816015809999,265650,93825186940240,4375639744,7,2732,1151,10719
171816041997724,171816042018753,171816042032911,171816042035769,171816042043143,171816042043235,265650,93825186940240,4375639744,7,2732,1151,10720
171816050309886,171816050328796,171816050340612,171816050342938,171816050353327,171816050353422,265650,93825186940240,4375639744,7,2732,1151,10721
171816070453312,171816070465060,171816070476370,171816070479083,171816070485135,171816070485219,265650,93825186940240,4375639744,7,2732,1151,10722
171816078798429,171816078819647,171816078831263,171816078834220,171816078842131,171816078842190,265650,93825186940240,4375639744,7,2732,1151,10723
171816087058428,171816087075388,171816087086998,171816087089249,171816087103900,171816087103962,265650,93825186940240,4375639744,7,2732,1151,10724
171816095427610,171816095444878,171816095455887,171816095457803,171816095467230,171816095467290,265650,93825186940240,4375639744,7,2732,1151,10725
171816103795390,171816103806975,171816103815938,171816103817240,171816103822653,171816103822718,265650,93825186940240,4375639744,7,2732,1151,10726
171816112087290,171816112100798,171816112110091,171816112111887,171816112120226,171816112120288,265650,93825186940240,4375639744,7,2732,1151,10727
171816120469061,171816120508817,171816120531025,171816120532658,171816120537948,171816120538010,265650,93825186940240,4375639744,7,2732,1151,10728
171816128803166,171816128812206,171816128820792,171816128821579,171816128826266,171816128826324,265650,93825186940240,4375639744,7,2732,1151,10729
171816137194409,171816137207508,171816137218486,171816137219522,171816137224636,171816137224722,265650,93825186940240,4375639744,7,2732,1151,10730
171816145467995,171816145480526,171816145491372,171816145492422,171816145498497,171816145498586,265650,93825186940240,4375639744,7,2732,1151,10731
171816153882414,171816153974350,171816153991414,171816153992166,171816153996395,171816153996474,265650,93825186940240,4375639744,7,2732,1151,10732
171816162085580,171816162094933,171816162102849,171816162103363,171816162108232,171816162108285,265650,93825186940240,4375639744,7,2732,1151,10733
171816170496366,171816170505315,171816170512842,171816170513523,171816170518744,171816170518794,265650,93825186940240,4375639744,7,2732,1151,10734
171816178794855,171816178804359,171816178812449,171816178813090,171816178817031,171816178817083,265650,93825186940240,4375639744,7,2732,1151,10735
171816187060008,171816187073699,171816187082250,171816187084211,171816187092807,171816187092873,265650,93825186940240,4375639744,7,2732,1151,10736
171816195530413,171816195550309,171816195561665,171816195563765,171816195569863,171816195569945,265650,93825186940240,4375639744,7,2732,1151,10737
171816203792629,171816203810116,171816203821475,171816203823853,171816203831313,171816203831384,265650,93825186940240,4375639744,7,2732,1151,10738
171816212103858,171816212119575,171816212130516,171816212132407,171816212141861,171816212141908,265650,93825186940240,4375639744,7,2732,1151,10739
171816220486078,171816220502822,171816220513648,171816220515610,171816220524856,171816220524902,265650,93825186940240,4375639744,7,2732,1151,10740
171816228772861,171816228789429,171816228800103,171816228801985,171816228808038,171816228808089,265650,93825186940240,4375639744,7,2732,1151,10741
171816237098327,171816237114251,171816237124765,171816237126962,171816237132375,171816237132444,265650,93825186940240,4375639744,7,2732,1151,10742
171816245530986,171816245552776,171816245564917,171816245568088,171816245577529,171816245577596,265650,93825186940240,4375639744,7,2732,1151,10743
171816253785161,171816253802591,171816253814210,171816253816309,171816253826971,171816253827029,265650,93825186940240,4375639744,7,2732,1151,10744
171816262128872,171816262146672,171816262157960,171816262160378,171816262170492,171816262170576,265650,93825186940240,4375639744,7,2732,1151,10745
171816270473440,171816270493240,171816270505434,171816270508289,171816270515790,171816270515842,265650,93825186940240,4375639744,7,2732,1151,10746
171816278787454,171816278804891,171816278815909,171816278817910,171816278823284,171816278823349,265650,93825186940240,4375639744,7,2732,1151,10747
171816287116629,171816287132690,171816287143622,171816287145609,171816287150442,171816287150505,265650,93825186940240,4375639744,7,2732,1151,10748
171816295494005,171816295508050,171816295518640,171816295520406,171816295525214,171816295525278,265650,93825186940240,4375639744,7,2732,1151,10749
171816303767755,171816303781022,171816303791491,171816303793300,171816303797470,171816303797532,265650,93825186940240,4375639744,7,2732,1151,10750
171816312118068,171816312135360,171816312146105,171816312152147,171816312160625,171816312160918,265650,93825186940240,4375639744,7,2732,1151,10751
171816320447253,171816320463333,171816320473777,171816320475310,171816320480373,171816320480432,265650,93825186940240,4375639744,7,2732,1151,10752
171816328770916,171816328784455,171816328794925,171816328796723,171816328802188,171816328802305,265650,93825186940240,4375639744,7,2732,1151,10753
171816337165971,171816337178461,171816337187815,171816337203162,171816337207826,171816337208061,265650,93825186940240,4375639744,7,2732,1151,10754
171816345618555,171816345632407,171816345643530,171816345644814,171816345651527,171816345651621,265650,93825186940240,4375639744,7,2732,1151,10755
171816353798973,171816353813046,171816353822386,171816353823378,171816353829042,171816353829115,265650,93825186940240,4375639744,7,2732,1151,10756
171816362145229,171816362158984,171816362172843,171816362173810,171816362177202,171816362177286,265650,93825186940240,4375639744,7,2732,1151,10757
171816370573792,171816370586297,171816370596840,171816370597892,171816370603639,171816370603834,265650,93825186940240,4375639744,7,2732,1151,10758
171816378854081,171816378863666,171816378872278,171816378873048,171816378877840,171816378877913,265650,93825186940240,4375639744,7,2732,1151,10759
171816387257029,171816387272661,171816387300134,171816387301351,171816387306844,171816387306932,265650,93825186940240,4375639744,7,2732,1151,10760
171816395586657,171816395598681,171816395607873,171816395608892,171816395613188,171816395613262,265650,93825186940240,4375639744,7,2732,1151,10761
171816403936589,171816403949683,171816403960467,171816403961574,171816403967221,171816403967315,265650,93825186940240,4375639744,7,2732,1151,10762
171816412158632,171816412171181,171816412182146,171816412183332,171816412187730,171816412187803,265650,93825186940240,4375639744,7,2732,1151,10763
171816420570574,171816420644265,171816420654638,171816420655484,171816420660886,171816420660960,265650,93825186940240,4375639744,7,2732,1151,10764
171816428854404,171816428867125,171816428877602,171816428878502,171816428883355,171816428883421,265650,93825186940240,4375639744,7,2732,1151,10765
171816437160037,171816437186685,171816437197520,171816437198866,171816437207122,171816437207199,265650,93825186940240,4375639744,7,2732,1151,10766
171816445499016,171816445523128,171816445544020,171816445545672,171816445550075,171816445550159,265650,93825186940240,4375639744,7,2732,1151,10767
171816453880879,171816453987986,171816454030404,171816454031528,171816454037393,171816454037490,265650,93825186940240,4375639744,7,2732,1151,10768
171816462158708,171816462170514,171816462180887,171816462181794,171816462186450,171816462186528,265650,93825186940240,4375639744,7,2732,1151,10769
171816470562165,171816470576949,171816470587687,171816470588557,171816470592495,171816470592569,265650,93825186940240,4375639744,7,2732,1151,10770
171816478845864,171816478863435,171816478875521,171816478878640,171816478881702,171816478881785,265650,93825186940240,4375639744,7,2732,1151,10771
171816487133366,171816487151210,171816487162935,171816487165670,171816487170861,171816487170940,265650,93825186940240,4375639744,7,2732,1151,10772
171816495517690,171816495531010,171816495543431,171816495546801,171816495550434,171816495550529,265650,93825186940240,4375639744,7,2732,1151,10773
171816503834688,171816503851195,171816503863436,171816503865237,171816503871239,171816503871333,265650,93825186940240,4375639744,7,2732,1151,10774
171816512140498,171816512155899,171816512167711,171816512171777,171816512178362,171816512178449,265650,93825186940240,4375639744,7,2732,1151,10775
171816522754508,171816522765475,171816522776123,171816522778242,171816522782255,171816522782337,265650,93825186940240,4375639744,7,2732,1151,10776
171816531064569,171816531076344,171816531087032,171816531089345,171816531093881,171816531093959,265650,93825186940240,4375639744,7,2732,1151,10777
171816540548997,171816540559915,171816540571764,171816540574626,171816540579176,171816540579236,265650,93825186940240,4375639744,7,2732,1151,10778
171816549516388,171816549527050,171816549537685,171816549539734,171816549543815,171816549543894,265650,93825186940240,4375639744,7,2732,1151,10779
171816559597860,171816559608858,171816559619311,171816559621539,171816559624841,171816559624899,265650,93825186940240,4375639744,7,2732,1151,10780
171816569552202,171816569562853,171816569573290,171816569575099,171816569578449,171816569578525,265650,93825186940240,4375639744,7,2732,1151,10781
171816577968045,171816577978722,171816577988928,171816577990833,171816577996916,171816577996976,265650,93825186940240,4375639744,7,2732,1151,10782
171816587288170,171816587299108,171816587309591,171816587311515,171816587314353,171816587314413,265650,93825186940240,4375639744,7,2732,1151,10783
171816595978591,171816595989326,171816595999520,171816596006073,171816596011776,171816596011834,265650,93825186940240,4375639744,7,2732,1151,10784
171816604317014,171816604334127,171816604346647,171816604349682,171816604363598,171816604363675,265650,93825186940240,4375639744,7,2732,1151,10785
171816613842564,171816613860781,171816613871778,171816613874764,171816613887468,171816613887536,265650,93825186940240,4375639744,7,2732,1151,10786
171816622742412,171816622754454,171816622765527,171816622768037,171816622775216,171816622775308,265650,93825186940240,4375639744,7,2732,1151,10787
171816631083311,171816631099614,171816631111608,171816631115247,171816631125383,171816631125461,265650,93825186940240,4375639744,7,2732,1151,10788
171816639451193,171816639462355,171816639473807,171816639476660,171816639484325,171816639484397,265650,93825186940240,4375639744,7,2732,1151,10789
171816649302680,171816649313885,171816649324681,171816649326677,171816649332611,171816649332692,265650,93825186940240,4375639744,7,2732,1151,10790
171816657620525,171816657633721,171816657644608,171816657646727,171816657652406,171816657652490,265650,93825186940240,4375639744,7,2732,1151,10791
171816666080312,171816666095353,171816666108776,171816666111067,171816666117827,171816666117916,265650,93825186940240,4375639744,7,2732,1151,10792
171816674289048,171816674298976,171816674308236,171816674309737,171816674315552,171816674315621,265650,93825186940240,4375639744,7,2732,1151,10793
171816682700766,171816682713736,171816682725291,171816682726412,171816682732252,171816682732336,265650,93825186940240,4375639744,7,2732,1151,10794
171816691025272,171816691037446,171816691048545,171816691049612,171816691055097,171816691055178,265650,93825186940240,4375639744,7,2732,1151,10795
171816699324088,171816699335774,171816699346511,171816699347343,171816699351292,171816699351341,265650,93825186940240,4375639744,7,2732,1151,10796
171816707743829,171816707781779,171816707792840,171816707793615,171816707798959,171816707799051,265650,93825186940240,4375639744,7,2732,1151,10797
171816716156439,171816716169285,171816716180641,171816716181582,171816716186237,171816716186319,265650,93825186940240,4375639744,7,2732,1151,10798
171816724460771,171816724491623,171816724503169,171816724504720,171816724510366,171816724510446,265650,93825186940240,4375639744,7,2732,1151,10799
171816732955731,171816732966022,171816732975409,171816732976510,171816732981708,171816732981782,265650,93825186940240,4375639744,7,2732,1151,10800
171816741265570,171816741278383,171816741289858,171816741291136,171816741295989,171816741296070,265650,93825186940240,4375639744,7,2732,1151,10801
171816749712583,171816749724283,171816749735100,171816749736729,171816749742516,171816749742594,265650,93825186940240,4375639744,7,2732,1151,10802
171816757975695,171816757987234,171816757998044,171816757999297,171816758007858,171816758007936,265650,93825186940240,4375639744,7,2732,1151,10803
171816766215177,171816766227152,171816766236203,171816766237356,171816766241773,171816766241836,265650,93825186940240,4375639744,7,2732,1151,10804
171816774691805,171816774714873,171816774727006,171816774730018,171816774735398,171816774735477,265650,93825186940240,4375639744,7,2732,1151,10805
171816782903598,171816782914815,171816782925199,171816782927128,171816782935459,171816782935539,265650,93825186940240,4375639744,7,2732,1151,10806
171816791218347,171816791231180,171816791241952,171816791243938,171816791247528,171816791247587,265650,93825186940240,4375639744,7,2732,1151,10807
171816799556180,171816799569136,171816799581428,171816799583986,171816799589233,171816799589292,265650,93825186940240,4375639744,7,2732,1151,10808
171816807896882,171816807908034,171816807919178,171816807921342,171816807927176,171816807927256,265650,93825186940240,4375639744,7,2732,1151,10809
171816816207204,171816816218878,171816816229258,171816816230826,171816816236171,171816816236218,265650,93825186940240,4375639744,7,2732,1151,10810
171816824605688,171816824618352,171816824629865,171816824632084,171816824639136,171816824639193,265650,93825186940240,4375639744,7,2732,1151,10811
171816834636403,171816834647225,171816834657484,171816834659330,171816834664600,171816834664676,265650,93825186940240,4375639744,7,2732,1151,10812
171816842975158,171816842987168,171816842997223,171816842998951,171816843006102,171816843006163,265650,93825186940240,4375639744,7,2732,1151,10813
171816851281686,171816851296569,171816851307059,171816851309216,171816851315157,171816851315224,265650,93825186940240,4375639744,7,2732,1151,10814
171816859727433,171816859767226,171816859792341,171816859794250,171816859803117,171816859803203,265650,93825186940240,4375639744,7,2732,1151,10815
171816868092805,171816868104601,171816868115454,171816868116372,171816868121196,171816868121266,265650,93825186940240,4375639744,7,2732,1151,10816
171816876306181,171816876325126,171816876336579,171816876339805,171816876343346,171816876343439,265650,93825186940240,4375639744,7,2732,1151,10817
171816884608333,171816884621777,171816884632304,171816884634217,171816884639946,171816884640026,265650,93825186940240,4375639744,7,2732,1151,10818
171816893011876,171816893023690,171816893034313,171816893036148,171816893041669,171816893041753,265650,93825186940240,4375639744,7,2732,1151,10819
171816901273196,171816901284984,171816901295929,171816901297807,171816901302116,171816901302169,265650,93825186940240,4375639744,7,2732,1151,10820
171816910594423,171816910605570,171816910615980,171816910617722,171816910622932,171816910623016,265650,93825186940240,4375639744,7,2732,1151,10821
171816918994783,171816919013220,171816919024344,171816919027162,171816919032914,171816919032971,265650,93825186940240,4375639744,7,2732,1151,10822
171816927249676,171816927260630,171816927270907,171816927272518,171816927277901,171816927277965,265650,93825186940240,4375639744,7,2732,1151,10823
171816935750868,171816935761608,171816935772032,171816935773568,171816935789095,171816935789163,265650,93825186940240,4375639744,7,2732,1151,10824
171816944045942,171816944058745,171816944069808,171816944071435,171816944076163,171816944076225,265650,93825186940240,4375639744,7,2732,1151,10825
171816952467038,171816952479881,171816952491889,171816952495446,171816952502276,171816952502362,265650,93825186940240,4375639744,7,2732,1151,10826
171816960724854,171816960737509,171816960748715,171816960750284,171816960757182,171816960757239,265650,93825186940240,4375639744,7,2732,1151,10827
171816969051494,171816969063566,171816969074981,171816969077128,171816969083725,171816969083779,265650,93825186940240,4375639744,7,2732,1151,10828
171816977404515,171816977424418,171816977448155,171816977449981,171816977455399,171816977455489,265650,93825186940240,4375639744,7,2732,1151,10829
171816985816197,171816985835679,171816985846579,171816985849059,171816985857691,171816985857732,265650,93825186940240,4375639744,7,2732,1151,10830
171816994096163,171816994109727,171816994120630,171816994122939,171816994126485,171816994126531,265650,93825186940240,4375639744,7,2732,1151,10831
171817002419493,171817002433751,171817002444229,171817002446179,171817002451995,171817002452057,265650,93825186940240,4375639744,7,2732,1151,10832
171817010789175,171817010801435,171817010812703,171817010814557,171817010819077,171817010819130,265650,93825186940240,4375639744,7,2732,1151,10833
171817019063976,171817019075598,171817019086162,171817019087878,171817019094020,171817019094075,265650,93825186940240,4375639744,7,2732,1151,10834
171817027444789,171817027456623,171817027467888,171817027470490,171817027476396,171817027476463,265650,93825186940240,4375639744,7,2732,1151,10835
171817036071163,171817036081985,171817036092215,171817036093824,171817036098820,171817036098870,265650,93825186940240,4375639744,7,2732,1151,10836
171817044452440,171817044465411,171817044475837,171817044477426,171817044482371,171817044482429,265650,93825186940240,4375639744,7,2732,1151,10837
171817052773265,171817052784436,171817052795592,171817052797340,171817052802430,171817052802493,265650,93825186940240,4375639744,7,2732,1151,10838
171817061960899,171817061971761,171817061981936,171817061983464,171817061988432,171817061988494,265650,93825186940240,4375639744,7,2732,1151,10839
171817070284695,171817070297499,171817070309077,171817070311764,171817070319458,171817070319517,265650,93825186940240,4375639744,7,2732,1151,10840
