seconds_from_gesture_start,frametime_ms
3.125683,10.432
3.135801,10.1177
3.147633,11.8327
3.157586,9.95353
3.168623,11.0349
3.179084,10.4607
3.189726,10.6413
3.199711,9.98557
3.210474,10.7633
3.221956,11.4804
3.23208,10.1227
3.242277,10.1971
3.25304,10.7623
3.263858,10.819
3.274909,11.0505
3.285279,10.3691
3.29527,9.99141
3.306535,11.2644
3.317091,10.5566
3.32752,10.4285
3.338458,10.9376
3.349121,10.662
3.359864,10.7422
3.370132,10.2683
3.382683,12.55
3.391566,8.87994
3.40178,10.2171
3.412528,10.7472
3.423154,10.6256
3.434643,11.489
3.444926,10.2824
3.455676,10.7491
3.466271,10.5946
3.476117,9.84632
3.487103,10.9857
3.497042,9.93944
3.506553,9.50997
3.518057,11.5032
3.528502,10.4455
3.539257,10.7532
3.549574,10.3167
3.559677,10.1036
3.569479,9.80056
3.582206,12.7272
3.592227,10.0204
3.603231,11.0039
3.613672,10.4409
3.62404,10.3677
3.63545,11.4102
3.645717,10.2655
3.656301,10.5853
3.667258,10.9562
3.677793,10.5343
3.687774,9.98071
3.697961,10.1867
3.70867,10.7089
3.72073,12.0583
3.730348,9.61876
3.742052,11.7034
3.752004,9.95131
3.762038,10.0335
3.774248,12.2096
3.783914,9.66709
3.794548,10.6338
3.805119,10.5708
3.815549,10.4283
3.826445,10.8961
3.836982,10.5367
3.847378,10.3968
3.858006,10.6277
3.868851,10.8439
3.878353,9.50171
3.888549,10.196
3.899011,10.4578
3.909341,10.3333
3.921355,12.0138
3.932238,10.8826
3.942513,10.2734
3.953393,10.8794
3.96411,10.7173
3.974023,9.91233
3.984045,10.022
3.994406,10.3611
4.005824,11.4176
4.017421,11.5962
4.02727,9.84935
4.038164,10.8933
4.049102,10.9371
4.059136,10.0336
4.07031,11.1738
4.080216,9.90504
4.090667,10.4506
4.100734,10.067
4.122275,21.5403
4.126655,4.37992
4.132903,6.248
4.143042,10.1389
4.153496,10.4519
4.163661,10.1653
4.173058,9.39686
4.185634,12.5752
4.195861,10.2269
4.207066,11.2044
4.217128,10.0612
4.227858,10.7303
4.238061,10.204
4.248422,10.3607
4.259024,10.6004
4.269897,10.8725
4.280008,10.11
4.290404,10.3963
4.300622,10.2177
4.310687,10.0647
4.321403,10.7155
4.331703,10.2995
4.344031,12.3267
4.352563,8.532
4.365098,12.5338
4.374915,9.81725
4.384839,9.92332
4.396679,11.84
4.406713,10.0304
4.417539,10.8289
4.427531,9.99231
4.438305,10.7739
4.447932,9.62525
4.458399,10.4671
4.468729,10.3308
4.479377,10.6465
4.491859,12.4818
4.50172,9.86053
4.510914,9.19361
4.521348,10.434
4.531281,9.93262
4.541929,10.6487
4.552185,10.2558
4.562663,10.4769
4.575363,12.6996
4.585723,10.3594
4.596186,10.4633
4.606809,10.6215
4.617434,10.6253
4.628267,10.8324
4.63873,10.4632
4.649589,10.8586
4.660533,10.9439
4.671108,10.5748
4.681741,10.6329
4.692484,10.7437
4.702457,9.97254
4.713268,10.8098
4.723658,10.391
4.734485,10.8264
4.744797,10.3118
4.755635,10.8383
4.765899,10.2636
4.776434,10.5351
4.786884,10.4497
4.797202,10.3169
4.807667,10.4656
4.817235,9.56624
4.829362,12.128
4.839101,9.73843
4.849821,10.7195
4.859535,9.7137
4.869488,9.95288
4.880821,11.3324
4.891707,10.886
4.902332,10.6239
4.913139,10.8026
4.923923,10.7878
4.934979,11.0552
4.944562,9.58238
4.956244,11.6818
4.966172,9.92761
4.976864,10.691
4.987073,10.2097
4.999573,12.499
5.009101,9.52726
5.019213,10.1123
5.031357,12.1431
5.040455,9.09787
5.050925,10.4703
5.06311,12.1828
5.073398,10.2883
5.083386,9.98782
