os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,Intel Core Ultra 7 355,Intel(R) Graphics (PTL),32351840,7.2.5-3-omarchy,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
6.33425e-06,1.57872e+08,28,0,0,49,0,550,0,0,0,21.3036,13.6792,0,3200,166276465
0.54908,1821.23,20.5882,0,0,49,0,550,0,0,0,21.3075,13.681,0,3200,1987509524
0.510505,1958.84,42.0728,0,0,49,0,700,0,0,0,21.5112,13.6807,0,1500,2083556714
10.0734,99.2711,67.0886,0,0,49,0,450,0,0,0,21.5268,13.6807,0,1500,2086773538
0.836276,1195.78,67.0886,0,0,49,0,450,0,0,0,21.5268,13.6807,0,1500,3279335273
0.805533,1241.41,27.0637,0,0,48,0,1250,0,0,0,21.6226,13.6806,0,1500,3328195922
6.33412e-06,1.57875e+08,58.9744,0,0,48,0,1250,0,0,0,21.6307,13.6806,0,1500,3465845561
4.04628,247.141,74.5455,0,0,48,0,1250,0,0,0,21.7483,13.6946,0,3200,3526466559
4.82043,207.45,74.5455,0,0,48,0,1250,0,0,0,21.7483,13.6946,0,3200,3535637157
1.02887,971.939,74.5455,0,0,48,0,1250,0,0,0,21.7483,13.6946,0,3200,4507582312
6.33408e-06,1.57876e+08,48.9234,0,3,62,0,1650,0,0,0,22.3251,13.7901,0,3752,4548094446
0.245531,4072.8,87.5,0,11,62,0,1500,0,0,0,22.4032,13.7993,0,3800,8620896466
0.231431,4320.94,22.5529,0,10,49,0,2500,0,0,0,22.7083,13.894,0,2100,8828518080
1.08744,919.593,64.6707,0,10,49,0,2500,0,0,0,22.8722,13.9394,0,3200,9748112457
0.487821,2049.93,29.6196,0,0,48,0,1800,0,0,0,22.9623,13.9871,0,1902,10670828833
0.0266281,37554.3,61.705,0,7,48,0,450,0,0,0,22.9467,14.1126,0,3674,48225142665
0.0987753,10124,11.4779,0,0,45,0,400,0,0,0,23.8171,14.6116,0,1300,58349119929
12.2792,81.4383,15.395,0,0,44,0,400,0,0,0,23.8286,14.6079,0,1600,58430554199
57.0444,17.5302,15.395,0,0,44,0,400,0,0,0,23.8286,14.6079,0,1600,58448085662
53.2559,18.7772,15.395,0,0,44,0,400,0,0,0,23.8286,14.6079,0,1600,58466863592
50.581,19.7703,15.395,0,0,44,0,400,0,0,0,23.8286,14.6079,0,1600,58486635249
52.4953,19.0493,15.395,0,0,44,0,400,0,0,0,23.8286,14.6079,0,1600,58505684594
58.4408,17.1113,15.395,0,0,44,0,400,0,0,0,23.8286,14.6079,0,1600,58522796138
