frame,epoch,capture_ms,mean_luma,dark_fraction,background_fraction,monotonic
100,1789864387.831244,7.401,100.120,0.002352,0.000336,181391.041174457
101,1789864387.881407,7.543,100.120,0.002352,0.000336,181391.091337588
102,1789864387.931034,7.058,100.120,0.002352,0.000336,181391.140965132
103,1789864387.981997,7.821,100.120,0.002352,0.000336,181391.191928506
104,1789864388.031207,6.912,100.120,0.002352,0.000336,181391.241137642
105,1789864388.082124,7.744,100.120,0.002352,0.000336,181391.292054809
106,1789864388.131574,7.013,100.120,0.002352,0.000336,181391.341505363
107,1789864388.182185,7.545,100.120,0.002352,0.000336,181391.392115799
108,1789864388.232054,7.351,100.120,0.002352,0.000336,181391.441984605
109,1789864388.282332,7.570,100.120,0.002352,0.000336,181391.492263213
110,1789864388.332633,7.792,100.120,0.002352,0.000336,181391.542564083
111,1789864388.382806,7.909,100.120,0.002352,0.000336,181391.592737405
112,1789864388.433118,8.111,100.120,0.002352,0.000336,181391.643049355
113,1789864388.491044,15.975,100.120,0.002352,0.000336,181391.700974894
114,1789864388.531163,6.084,100.120,0.002352,0.000336,181391.741093961
115,1789864388.580968,5.832,100.120,0.002352,0.000336,181391.790898796
116,1789864388.630520,5.303,103.637,0.043212,0.021573,181391.840450651
117,1789864388.680673,5.399,103.637,0.043212,0.021573,181391.890604013
118,1789864388.731289,5.954,103.637,0.043212,0.021573,181391.941219544
119,1789864388.781609,6.190,103.637,0.043212,0.021573,181391.991540495
120,1789864388.831065,5.589,103.637,0.043212,0.021573,181392.040996576
121,1789864388.881145,5.585,103.637,0.043212,0.021573,181392.091075677
122,1789864388.931712,6.093,103.637,0.043212,0.021573,181392.141642901
123,1789864388.981775,6.093,103.637,0.043212,0.021573,181392.191706294
124,1789864389.032631,6.866,103.637,0.043212,0.021573,181392.242562053
125,1789864389.082885,7.060,103.637,0.043212,0.021573,181392.292816027
126,1789864389.133653,7.751,103.637,0.043212,0.021573,181392.343584388
127,1789864389.184010,8.025,103.637,0.043212,0.021573,181392.393940685
128,1789864389.233918,7.875,103.637,0.043212,0.021573,181392.443848719
129,1789864389.284099,7.964,103.637,0.043212,0.021573,181392.494030238
130,1789864389.334041,7.846,103.637,0.043212,0.021573,181392.543972515
131,1789864389.384176,7.922,103.637,0.043212,0.021573,181392.594107472
132,1789864389.434229,7.912,103.637,0.043212,0.021573,181392.644159630
133,1789864389.484441,8.069,103.637,0.043212,0.021573,181392.694372391
134,1789864389.534281,7.806,103.637,0.043212,0.021573,181392.744212198
135,1789864389.584201,7.667,103.637,0.043212,0.021573,181392.794132022
136,1789864389.634432,7.833,103.637,0.043212,0.021573,181392.844363346
137,1789864389.684659,7.980,103.637,0.043212,0.021573,181392.894589888
138,1789864389.734502,7.740,103.637,0.043212,0.021573,181392.944433024
139,1789864389.784799,7.977,103.637,0.043212,0.021573,181392.994729629
140,1789864389.834774,7.860,103.637,0.043212,0.021573,181393.044705154
141,1789864389.884785,7.789,103.637,0.043212,0.021573,181393.094715756
142,1789864389.934874,7.818,103.637,0.043212,0.021573,181393.144804639
143,1789864389.984856,7.728,103.637,0.043212,0.021573,181393.194786933
144,1789864390.032722,5.532,103.637,0.043212,0.021573,181393.242652806
145,1789864390.082937,5.620,103.637,0.043212,0.021573,181393.292868593
146,1789864390.139946,12.573,100.120,0.002352,0.000336,181393.349876597
147,1789864390.183162,5.720,100.120,0.002352,0.000336,181393.393092788
148,1789864390.233105,5.585,100.120,0.002352,0.000336,181393.443035821
149,1789864390.284021,6.343,100.120,0.002352,0.000336,181393.493951602
150,1789864390.344436,16.670,100.120,0.002352,0.000336,181393.554367021
151,1789864390.383234,5.401,100.120,0.002352,0.000336,181393.593165023
152,1789864390.433843,5.952,100.120,0.002352,0.000336,181393.643774217
153,1789864390.484186,6.219,100.120,0.002352,0.000336,181393.694117389
154,1789864390.534941,6.893,100.120,0.002352,0.000336,181393.744872315
155,1789864390.585150,7.042,100.120,0.002352,0.000336,181393.795080782
156,1789864390.635333,7.148,100.120,0.002352,0.000336,181393.845264058
157,1789864390.685688,7.445,100.120,0.002352,0.000336,181393.895619079
158,1789864390.735738,7.419,100.120,0.002352,0.000336,181393.945668462
159,1789864390.785593,7.213,100.120,0.002352,0.000336,181393.995524242
160,1789864390.836022,7.521,100.120,0.002352,0.000336,181394.045952976
161,1789864390.886287,7.685,100.120,0.002352,0.000336,181394.096218331
162,1789864390.936137,7.455,100.120,0.002352,0.000336,181394.146068018
163,1789864390.985894,7.155,100.120,0.002352,0.000336,181394.195825162
164,1789864391.036127,7.314,100.120,0.002352,0.000336,181394.246057789
165,1789864391.086369,7.483,100.120,0.002352,0.000336,181394.296300361
166,1789864391.136470,7.393,100.120,0.002352,0.000336,181394.346401161
167,1789864391.186689,7.482,100.120,0.002352,0.000336,181394.396620446
168,1789864391.236695,7.404,100.120,0.002352,0.000336,181394.446625610
169,1789864391.287036,7.684,100.120,0.002352,0.000336,181394.496966722
170,1789864391.336784,7.347,100.120,0.002352,0.000336,181394.546714610
171,1789864391.387573,8.052,100.120,0.002352,0.000336,181394.597503678
172,1789864391.437633,8.000,100.120,0.002352,0.000336,181394.647563450
173,1789864391.487543,7.829,100.120,0.002352,0.000336,181394.697473971
174,1789864391.536474,6.665,100.120,0.002352,0.000336,181394.746404675
175,1789864391.586563,6.695,100.120,0.002352,0.000336,181394.796493643
176,1789864391.634303,4.372,100.120,0.002352,0.000336,181394.844233826
177,1789864391.684055,4.046,103.637,0.043212,0.021573,181394.893986094
178,1789864391.734153,4.059,103.637,0.043212,0.021573,181394.944083909
179,1789864391.784170,4.001,103.637,0.043212,0.021573,181394.994100863
180,1789864391.834285,4.059,103.637,0.043212,0.021573,181395.044216341
181,1789864391.884518,4.232,103.637,0.043212,0.021573,181395.094449256
182,1789864391.934488,4.142,103.637,0.043212,0.021573,181395.144418867
183,1789864391.985116,4.695,103.637,0.043212,0.021573,181395.195047023
184,1789864392.034726,4.229,103.637,0.043212,0.021573,181395.244656899
185,1789864392.085182,4.610,103.637,0.043212,0.021573,181395.295112966
186,1789864392.135588,4.932,103.637,0.043212,0.021573,181395.345519079
187,1789864392.186241,5.508,103.637,0.043212,0.021573,181395.396171999
188,1789864392.236144,5.330,103.637,0.043212,0.021573,181395.446074605
189,1789864392.286827,5.943,103.637,0.043212,0.021573,181395.496758243
190,1789864392.336950,5.952,103.637,0.043212,0.021573,181395.546881521
191,1789864392.387734,6.626,103.637,0.043212,0.021573,181395.597664638
192,1789864392.437729,6.519,103.637,0.043212,0.021573,181395.647660078
193,1789864392.488918,7.634,103.637,0.043212,0.021573,181395.698848744
194,1789864392.538870,7.524,103.637,0.043212,0.021573,181395.748800498
195,1789864392.589163,7.736,103.637,0.043212,0.021573,181395.799094534
196,1789864392.639049,7.503,103.637,0.043212,0.021573,181395.848980251
197,1789864392.689327,7.676,103.637,0.043212,0.021573,181395.899258557
198,1789864392.739220,7.439,103.637,0.043212,0.021573,181395.949151579
199,1789864392.789488,7.605,103.637,0.043212,0.021573,181395.999418716
200,1789864392.839151,7.164,103.637,0.043212,0.021573,181396.049082404
201,1789864392.889412,7.323,103.637,0.043212,0.021573,181396.099342506
202,1789864392.939634,7.469,103.637,0.043212,0.021573,181396.149564532
203,1789864392.989365,7.127,103.637,0.043212,0.021573,181396.199296488
204,1789864393.039311,6.996,103.637,0.043212,0.021573,181396.249242322
205,1789864393.103748,21.371,103.637,0.043212,0.021573,181396.313679347
206,1789864393.151173,18.738,103.637,0.043212,0.021573,181396.361104119
207,1789864393.188147,5.647,103.637,0.043212,0.021573,181396.398078199
208,1789864393.237919,5.357,100.120,0.002352,0.000336,181396.447850511
209,1789864393.287998,5.373,100.120,0.002352,0.000336,181396.497928904
210,1789864393.338522,5.755,100.120,0.002352,0.000336,181396.548453535
211,1789864393.388673,5.847,100.120,0.002352,0.000336,181396.598603840
212,1789864393.438379,5.447,100.120,0.002352,0.000336,181396.648310098
213,1789864393.488572,5.552,100.120,0.002352,0.000336,181396.698503210
214,1789864393.539217,6.110,100.120,0.002352,0.000336,181396.749147824
215,1789864393.589254,6.090,100.120,0.002352,0.000336,181396.799185518
216,1789864393.640067,6.824,100.120,0.002352,0.000336,181396.849998289
217,1789864393.690314,7.012,100.120,0.002352,0.000336,181396.900245218
218,1789864393.741144,7.759,100.120,0.002352,0.000336,181396.951074612
219,1789864393.791357,7.886,100.120,0.002352,0.000336,181397.001287887
220,1789864393.840903,7.341,100.120,0.002352,0.000336,181397.050834121
221,1789864393.891538,7.893,100.120,0.002352,0.000336,181397.101469086
222,1789864393.941498,7.765,100.120,0.002352,0.000336,181397.151428618
223,1789864393.991565,7.776,100.120,0.002352,0.000336,181397.201496501
224,1789864394.041536,7.688,100.120,0.002352,0.000336,181397.251467000
225,1789864394.091758,7.846,100.120,0.002352,0.000336,181397.301689247
226,1789864394.141771,7.742,100.120,0.002352,0.000336,181397.351702248
227,1789864394.191880,7.749,100.120,0.002352,0.000336,181397.401811237
228,1789864394.241865,7.677,100.120,0.002352,0.000336,181397.451795793
229,1789864394.292162,7.913,100.120,0.002352,0.000336,181397.502092719
230,1789864394.342085,7.735,100.120,0.002352,0.000336,181397.552015990
231,1789864394.392317,7.883,100.120,0.002352,0.000336,181397.602248157
232,1789864394.442412,7.882,100.120,0.002352,0.000336,181397.652342724
233,1789864394.492436,7.841,100.120,0.002352,0.000336,181397.702367243
234,1789864394.542447,7.767,100.120,0.002352,0.000336,181397.752377708
235,1789864394.592589,7.820,100.120,0.002352,0.000336,181397.802520294
236,1789864394.658886,24.035,100.120,0.002352,0.000336,181397.868817320
237,1789864394.698834,13.899,100.120,0.002352,0.000336,181397.908764867
238,1789864394.740713,5.719,100.120,0.002352,0.000336,181397.950644148
239,1789864394.790688,5.635,103.637,0.043212,0.021573,181398.000618759
240,1789864394.840632,5.528,103.637,0.043212,0.021573,181398.050563464
241,1789864394.890896,5.735,103.637,0.043212,0.021573,181398.100826762
242,1789864394.941238,6.019,103.637,0.043212,0.021573,181398.151168923
243,1789864394.990983,5.705,103.637,0.043212,0.021573,181398.200913665
244,1789864395.041012,5.677,103.637,0.043212,0.021573,181398.250942846
245,1789864395.091489,6.098,103.637,0.043212,0.021573,181398.301420085
246,1789864395.141618,6.092,103.637,0.043212,0.021573,181398.351549576
247,1789864395.192295,6.685,103.637,0.043212,0.021573,181398.402225613
248,1789864395.242393,6.698,103.637,0.043212,0.021573,181398.452323475
249,1789864395.293137,7.385,103.637,0.043212,0.021573,181398.503067947
250,1789864395.343123,7.305,103.637,0.043212,0.021573,181398.553053708
251,1789864395.393561,7.657,103.637,0.043212,0.021573,181398.603491731
252,1789864395.443736,7.773,103.637,0.043212,0.021573,181398.653667098
253,1789864395.493816,7.766,103.637,0.043212,0.021573,181398.703746602
254,1789864395.543853,7.704,103.637,0.043212,0.021573,181398.753783866
255,1789864395.594116,7.910,103.637,0.043212,0.021573,181398.804047319
256,1789864395.644069,7.801,103.637,0.043212,0.021573,181398.853999700
257,1789864395.694231,7.905,103.637,0.043212,0.021573,181398.904161714
258,1789864395.744173,7.783,103.637,0.043212,0.021573,181398.954104228
259,1789864395.794495,8.020,103.637,0.043212,0.021573,181399.004425892
260,1789864395.844055,7.521,103.637,0.043212,0.021573,181399.053986289
261,1789864395.894519,7.898,103.637,0.043212,0.021573,181399.104450345
262,1789864395.944505,7.792,103.637,0.043212,0.021573,181399.154436055
263,1789864395.994545,7.749,103.637,0.043212,0.021573,181399.204475540
264,1789864396.044626,7.748,103.637,0.043212,0.021573,181399.254556987
265,1789864396.094827,7.869,103.637,0.043212,0.021573,181399.304758369
266,1789864396.144830,7.801,103.637,0.043212,0.021573,181399.354760570
267,1789864396.195054,7.927,103.637,0.043212,0.021573,181399.404984844
268,1789864396.244898,7.715,103.637,0.043212,0.021573,181399.454829048
269,1789864396.295156,7.913,103.637,0.043212,0.021573,181399.505086968
270,1789864396.344598,7.297,103.637,0.043212,0.021573,181399.554529364
271,1789864396.395087,7.724,103.637,0.043212,0.021573,181399.605017594
272,1789864396.444702,7.280,103.637,0.043212,0.021573,181399.654632528
273,1789864396.494765,7.249,103.637,0.043212,0.021573,181399.704695984
274,1789864396.544867,7.250,103.637,0.043212,0.021573,181399.754798357
275,1789864396.595140,7.446,103.637,0.043212,0.021573,181399.805071441
276,1789864396.645231,7.407,103.637,0.043212,0.021573,181399.855161410
277,1789864396.695626,7.724,103.637,0.043212,0.021573,181399.905557387
278,1789864396.745817,7.800,103.637,0.043212,0.021573,181399.955748296
279,1789864396.795715,7.610,103.637,0.043212,0.021573,181400.005646263
280,1789864396.845098,6.861,103.637,0.043212,0.021573,181400.055028850
281,1789864396.896139,7.863,103.637,0.043212,0.021573,181400.106070327
282,1789864396.945752,7.418,103.637,0.043212,0.021573,181400.155683077
283,1789864396.995135,6.741,103.637,0.043212,0.021573,181400.205065787
284,1789864397.045933,7.456,103.637,0.043212,0.021573,181400.255864476
285,1789864397.096120,7.507,103.637,0.043212,0.021573,181400.306050447
286,1789864397.145903,7.208,103.637,0.043212,0.021573,181400.355833804
287,1789864397.196172,7.364,103.637,0.043212,0.021573,181400.406102494
288,1789864397.246364,7.502,103.637,0.043212,0.021573,181400.456295549
289,1789864397.296914,7.939,103.637,0.043212,0.021573,181400.506845169
290,1789864397.346563,7.500,103.637,0.043212,0.021573,181400.556494077
291,1789864397.396731,7.550,103.637,0.043212,0.021573,181400.606661943
292,1789864397.446573,7.333,103.637,0.043212,0.021573,181400.656504200
293,1789864397.496202,6.849,103.637,0.043212,0.021573,181400.706132505
294,1789864397.546500,7.068,103.637,0.043212,0.021573,181400.756430988
295,1789864397.597060,7.507,103.637,0.043212,0.021573,181400.806990716
296,1789864397.647188,7.553,103.637,0.043212,0.021573,181400.857118948
297,1789864397.697165,7.322,103.637,0.043212,0.021573,181400.907096394
298,1789864397.747289,7.336,103.637,0.043212,0.021573,181400.957220571
299,1789864397.797614,7.584,103.637,0.043212,0.021573,181401.007545279
300,1789864397.847760,7.645,103.637,0.043212,0.021573,181401.057690774
301,1789864397.897809,7.634,103.637,0.043212,0.021573,181401.107739813
302,1789864397.947526,7.275,103.637,0.043212,0.021573,181401.157457558
303,1789864397.998000,7.628,103.637,0.043212,0.021573,181401.207931283
304,1789864398.047978,7.492,103.637,0.043212,0.021573,181401.257908676
305,1789864398.098485,7.860,103.637,0.043212,0.021573,181401.308415825
306,1789864398.148128,7.416,103.637,0.043212,0.021573,181401.358058826
307,1789864398.198548,7.516,103.637,0.043212,0.021573,181401.408479533
308,1789864398.248579,7.499,103.637,0.043212,0.021573,181401.458509834
309,1789864398.298680,7.544,103.637,0.043212,0.021573,181401.508611136
310,1789864398.348572,7.401,103.637,0.043212,0.021573,181401.558503524
311,1789864398.398936,7.650,103.637,0.043212,0.021573,181401.608866698
312,1789864398.448694,7.347,103.637,0.043212,0.021573,181401.658624621
313,1789864398.498235,6.830,103.637,0.043212,0.021573,181401.708166582
314,1789864398.549051,7.558,103.637,0.043212,0.021573,181401.758981924
315,1789864398.598867,7.291,103.637,0.043212,0.021573,181401.808797567
316,1789864398.648961,7.308,103.637,0.043212,0.021573,181401.858891955
317,1789864398.699174,7.340,103.637,0.043212,0.021573,181401.909104868
318,1789864398.749202,7.289,103.637,0.043212,0.021573,181401.959132498
319,1789864398.799006,7.068,103.637,0.043212,0.021573,181402.008936691
320,1789864398.849269,7.248,103.637,0.043212,0.021573,181402.059200069
321,1789864398.899751,7.651,103.637,0.043212,0.021573,181402.109681904
322,1789864398.949374,7.202,103.637,0.043212,0.021573,181402.159304788
323,1789864398.999722,7.475,103.637,0.043212,0.021573,181402.209653199
324,1789864399.049813,7.486,103.637,0.043212,0.021573,181402.259743986
325,1789864399.100026,7.620,103.637,0.043212,0.021573,181402.309957205
326,1789864399.149930,7.418,103.637,0.043212,0.021573,181402.359861059
327,1789864399.200161,7.496,103.637,0.043212,0.021573,181402.410092563
328,1789864399.250318,7.525,103.637,0.043212,0.021573,181402.460249342
329,1789864399.300552,7.635,103.637,0.043212,0.021573,181402.510483514
330,1789864399.350157,7.124,103.637,0.043212,0.021573,181402.560088274
331,1789864399.401028,7.780,103.637,0.043212,0.021573,181402.610959525
332,1789864399.450784,7.411,103.637,0.043212,0.021573,181402.660715025
333,1789864399.500825,7.369,103.637,0.043212,0.021573,181402.710755715
334,1789864399.551038,7.480,103.637,0.043212,0.021573,181402.760969057
335,1789864399.601036,7.375,103.637,0.043212,0.021573,181402.810967181
336,1789864399.651149,7.375,103.637,0.043212,0.021573,181402.861080273
337,1789864399.701505,7.625,103.637,0.043212,0.021573,181402.911435952
338,1789864399.751242,7.287,103.637,0.043212,0.021573,181402.961173115
339,1789864399.801770,7.759,103.637,0.043212,0.021573,181403.011701257
340,1789864399.851151,7.076,103.637,0.043212,0.021573,181403.061082077
341,1789864399.902031,7.897,103.637,0.043212,0.021573,181403.111961935
342,1789864399.951906,7.716,103.637,0.043212,0.021573,181403.161836740
343,1789864400.001904,7.658,103.637,0.043212,0.021573,181403.211834523
344,1789864400.052161,7.855,103.637,0.043212,0.021573,181403.262091418
345,1789864400.102143,7.781,103.637,0.043212,0.021573,181403.312073421
346,1789864400.152328,7.825,103.637,0.043212,0.021573,181403.362258544
347,1789864400.202518,7.960,103.637,0.043212,0.021573,181403.412449435
348,1789864400.252492,7.852,103.637,0.043212,0.021573,181403.462423295
349,1789864400.302330,7.581,103.637,0.043212,0.021573,181403.512261604
350,1789864400.351926,7.064,103.637,0.043212,0.021573,181403.561857274
351,1789864400.402667,7.686,103.637,0.043212,0.021573,181403.612597571
352,1789864400.452541,7.438,103.637,0.043212,0.021573,181403.662472311
353,1789864400.502440,7.262,103.637,0.043212,0.021573,181403.712371516
354,1789864400.552645,7.406,103.637,0.043212,0.021573,181403.762576326
355,1789864400.602682,7.382,103.637,0.043212,0.021573,181403.812612985
356,1789864400.652887,7.416,103.637,0.043212,0.021573,181403.862817988
357,1789864400.703031,7.462,103.637,0.043212,0.021573,181403.912962379
358,1789864400.753029,7.346,103.637,0.043212,0.021573,181403.962960231
359,1789864400.803151,7.410,103.637,0.043212,0.021573,181404.013082258
